txt_pl_lem,date
""" przez wzgląd na Syjon nie umilknąć , przez wzgląd na Jerozolima nie spocząć , dopóki on sprawiedliwość nie błysnąć jak zorza i zbawienie on nie zapłonąć jak pochodnia . wówczas naród ujrzeć twój sprawiedliwość i chwała twój wszystek król . i nazwać ty nowy imię , który usta pan określić . być prześliczny korona w ręka pan , królewski diadem w dłoń twój Bóg . nie być dużo mówić o ty "" "" porzucić "" "" , o kraina twój już nie powiedzieć "" "" spustoszyć "" "" . raczej ty nazwać "" "" mój w on upodobanie "" "" , a kraina twój – "" "" poślubić "" "" . albowiem spodobać być się pan i twój kraina otrzymać mąż . bo jak młodzieniec poślubiać dziewica , tak twój budowniczy ty poślubić , i jak oblubieniec weselić się z oblubienica , tak Bóg twój ty się rozradować . pośród naród głosić chwała pan śpiewać pan pieśń nowy , śpiewać pan , ziemia cały . śpiewać pan , sławić on imię . każdy dzień głosić on zbawienie . głosić on chwała wśród wszystek naród , rozgłaszać on cud pośród wszystek lud . oddać pan , rodzina naród , oddać pan chwała i uznać on potęga . oddać pan chwała należny on imię , przynieść dar i wejść na on dziedziniec . uwielbiać pan w święty przybytek , zadrżeć , ziemia cały , przed on oblicze . głosić wśród lud , że pan być król , być sprawiedliwie sądzić lud . w Kana Galilejski odbywać się wesele i być tam matka Jezus . zaprosić na ten wesele także Jezus i on uczeń . a kiedy zabraknąć wino , matka Jezus rzec do on : "" "" nie mieć wino "" "" . Jezus on odpowiedzieć : "" "" czyż to mój lub twój sprawa , niewiasta ? czy jeszcze nie nadejść godzina mój ? "" "" wtedy matka on powiedzieć do sługa : "" "" zrobić wszystko , cokolwiek wy powiedzieć "" "" . stać zaś tam sześć stągiew kamienny przeznaczyć do żydowski oczyszczenie , z który każdy móc pomieścić dwa lub trzy miara . Jezus rzec do sługa : "" "" napełnić stągiew woda "" "" . i napełnić on aż po brzeg . potem powiedzieć do on : "" "" zaczerpnąć teraz i zanieść starosta weselny "" "" . ten więc zanieść . gdy zaś starosta weselny skosztować woda , który stać się wino – a nie wiedzieć , skąd on pochodzić , ale sługa , który czerpać woda , wiedzieć – przywołać pan młody i powiedzieć do on : "" "" każdy człowiek stawiać najpierw dobry wino , a gdy się napić , wówczas zły . ty zachować być dobry wino aż do ten pora "" "" . taki to początek znak uczynić Jezus w Kana Galilejski . objawić swój chwała i uwierzyć w on on uczeń . "" ",2019-01-20
""" melchizedek , król Szalemu , kapłan Bóg wysoki , wyjść na spotkanie Abraham , wracać po rozgromić król , i udzielić on błogosławieństwo . on Abraham także wydzielić dziesięcina z cały łup . imię on najpierw oznaczać król sprawiedliwość , a następnie także król Szalemu , to być król pokój . bez ojciec , bez matka , bez rodowód , nie mieć ani początek swój dzień , ani też koniec życie , upodobnić zaś do syn boży , pozostawać kapłan na zawsze . być to jeszcze bardzo oczywisty , skoro na podobieństwo melchizedek być ustanowić inny kapłan , który stać się taki nie według cielesny przepis prawo , ale według moc niezniszczalny życie . dać on być bowiem taki świadectwo : "" "" ty być kapłan na wiek na wzór melchizedek "" "" . być kapłan , tak jak melchizedek rzec pan do pan mój : "" "" siąść po mój prawica , aż uczynić twój wróg podnóżek stopa twój "" "" . pan rozciągnąć moc twój berło z Syjon : "" "" panować wśród swój nieprzyjaciel ! przy ty panować w dzień twój triumf , w blask świętość , z łono jutrzenka zrodzić być ty jak rosa "" "" . pan przysięgnąć i to nie odwołać : "" "" ty być kapłan na wiek na wzór melchizedek "" "" . w dzień szabat Jezus wejść do synagoga . być tam człowiek , który mieć uschnąć ręka . a śledzić on , czy uzdrowić on w szabat , żeby on oskarżyć . on zaś rzec do człowiek z uschły ręka : "" "" podnieść się na środek ! "" "" a do on powiedzieć : "" "" co wolno w szabat : uczynić coś dobry czy coś zły ? życie uratować czy zabić ? "" "" lecz on milczeć . wtedy spojrzeć na on dokoła z gniew , zasmucić z powód zatwardziałość on serce , rzec do człowiek : "" "" wyciągnąć ręka ! "" "" wyciągnąć , i ręka on stać się znów zdrowy . a faryzeusz wyjść i z zwolennik Herod zaraz się naradzać przeciwko on , w jaki sposób on zgładzić . "" ",2019-01-23
""" Jezus móc całkowicie zbawiać na wiek ten , który przez on przystępować do Bóg , bo wciąż żyć , aby się wstawiać za on . taki bowiem potrzeba my być arcykapłan : święty , niewinny , nieskalany , oddzielić od grzesznik , wywyższyć ponad niebiosa , taki , który nie być zobowiązany , jak inny arcykapłan , do składać codzienny ofiara najpierw za swój grzech , a potem za grzech lud . to bowiem uczynić raz na zawsze , ofiarować sam siebie . prawo bowiem ustanawiać arcykapłan człowiek obciążyć słabość , słowo zaś przysięga , złożyć po nadać prawo , ustanawiać arcykapłan syn doskonały na wiek . sedno zaś wywód stanowić prawda : taki mieć arcykapłan , który zasiąść po prawica tron majestat w niebiosa , jako sługa świątynia i prawdziwy przybytek zbudować przez pan , a nie przez człowiek . każdy bowiem arcykapłan ustanawiać być do składać dar i ofiara , przeto trzeba , aby ten także mieć coś , co by ofiarować . gdyby więc być na ziemia , to nawet nie być by kapłan , gdyż być tu inny , który składać ofiara według postanowienie prawo . usługiwać on obraz i cień rzeczywistość niebieski . gdy bowiem Mojżesz mieć zbudować przybytek , zostać w ten sposób pouczyć przez Bóg : "" "" Bacz , abyś uczynić wszystko według wzór , jaki ty zostać ukazać na góra "" "" . teraz zaś Chrystus otrzymać w udział o tyle wzniosły służba , o ile też stać się pośrednik dobry przymierze , który oprzeć zostać na dobry obietnica . przychodzić , Bóg , pełnić twój wola nie chcieć być ofiara krwawy ani z płód ziemia , lecz otworzyć być ja ucho ; nie żądać być całopalenie i ofiara za grzech . wtedy powiedzieć być : "" "" oto przychodzić . w zwój księga być o ja napisać : radość być dla ja pełnić twój wola , mój Bóg , a twój prawo mieszkać w mój serce "" "" . głosić być twój sprawiedliwość w wielki zgromadzenie i nie powściągać być warga mój , o co ty wiedzieć , Panie.Niech się radować i weselić w ty wszyscy , który ty szukać , a ten , który pragnąć twój pomoc , niech zawsze mówić : "" "" pan być wielki "" "" . Jezus oddalić się z swój uczeń w strona jezioro . a przyjść za on wielki mnóstwo człowiek z Galilea . także z Judea , z Jerozolima , z Idumei i Zajordania oraz z okolica tyr i Sydonu iść do on mnóstwo wielki na wieść o to , jak wiele działać . toteż polecić swój uczeń , żeby łódka być dla on stale w pogotowie z wzgląd na tłum , aby na on nie napierać . wiele bowiem uzdrowić i wskutek to wszyscy , który mieć jakiś choroba , cisnąć się do on , aby on dotknąć . nawet duch nieczysty , na on widok , padać przed on i wołać : "" "" ty być syn boży "" "" . lecz on surowo on zabraniać , żeby on nie ujawniać . "" ",2019-01-24
""" kapłan Ezdrasz przynieść prawo przed zgromadzenie , w który uczestniczyć przed wszystko mężczyzna , lecz także kobieta oraz wszyscy inny , który być zdolny słuchać . i czytać z ten księga , zwrócić do plac znajdować się przed brama wodny , od rano aż do południe przed mężczyzna , kobieta i ten , który móc rozumieć ; a ucho cały lud być zwrócić ku księga prawo . pisarz Ezdrasz stanąć na drewniany podwyższenie , który zrobić w ten cel . Ezdrasz otworzyć księga na oko cały lud – znajdować się bowiem wysoko niż cały lud ; a gdy on otworzyć , cały lud powstać . i Ezdrasz błogosławić pan , wielki Bóg , a cały lud , podnieść ręka , odpowiedzieć : "" "" amen ! amen ! "" "" potem oddać pokłon i paść przed pan na kolano , twarz ku ziemia . czytać więc z ten księga , księga prawo boży , dobitnie , z dodać objaśnienie , tak że lud rozumieć czytać . wtedy Nehemiasz , to być namiestnik , oraz kapłan - pisarz Ezdrasz , jak i lewita , który pouczać lud , rzec do cały lud : "" "" ten dzień być poświęcić pan , Bóg wasz . nie być smutny i nie płakać ! "" "" cały lud bowiem płakać , gdy usłyszeć ten słowo prawo . i rzec on Nehemiasz : "" "" iść , spożywać potrawa świąteczny i pić słodki napój , posłać też porcja temu , który nic gotowy nie mieć : albowiem poświęcony być ten dzień Bóg nasz . a nie być przygnębiony , gdyż radość w pan być wasz ostoja "" "" . słowo twój , pan , być duch i życie prawo pański być doskonały i pokrzepiać dusza , świadectwo pan być pewny , nierozważny uczyć mądrość . on słuszny nakaz radować serce , jaśnieć przykazanie pan i olśniewać oczy.Boja źń pan być szczery i trwać na wiek , sąd pan prawdziwy , wszystek razem słuszny . niech znaleźć uznanie przed ty słowo usta mój i myśl mój serce , pan , mój opoka i mój zbawiciel . wiele już starać się ułożyć opowiadanie o zdarzenie , który się dokonać pośród my , tak jak my on przekazać ten , który od początek być naoczny świadek i sługa słowo . postanowić być więc i ja zbadać dokładnie wszystko od pierwszy chwila i opisać ty po kolej , dostojny Teofil , abyś się móc przekonać o całkowity pewność nauka , który ty udzielić . w ów czas : powrócić Jezus moc duch do Galilea , a wieść o on rozejść się po cały okolica . on zaś nauczać w on synagoga , wysławiać przez wszyscy . przyjść również do Nazaret , gdzie się wychować . w dzień szabat udać się swój zwyczaj do synagoga i powstać , aby czytać . podać on księga prorok Izajasz . rozwinąć księga , znaleźć miejsce , gdzie być napisać : "" "" duch pański spoczywać na ja , ponieważ ja namaścić i posłać ja , abym ubogi nieść dobry nowina , więzień głosić wolność , a niewidomy przejrzeć ; abym uciśniony odsyłać wolny , abym obwoływać rok łaska pan "" "" . zwinąć księga , oddać sługa i usiąść ; a oko wszyscy w synagoga być w on utkwić . począć więc mówić do on : "" "" dziś spełnić się ten słowo pismo , który słyszeć być "" "" . "" ",2019-01-27
""" Chrystus być pośrednik Nowy przymierze , ażeby przez śmierć , ponieść dla odkupić przestępstwo popełnić za pierwszy przymierze , ten , który być wezwać do wieczny dziedzictwo , dostąpić spełnić obietnica . Chrystus bowiem wejść nie do świątynia zbudować ręka ludzki , być odbicie prawdziwy świątynia , ale do sam niebo , aby teraz wstawiać się za my przed oblicze Bóg , ani nie po to , aby się wielekroć sam mieć ofiarować , jak arcykapłan , który co rok wchodzić do świątynia z krew cudzy , gdyż w taki przypadek musieć by cierpieć wiele raz od stworzyć świat . a tymczasem raz jeden ukazać się teraz na koniec wiek , aby zgładzić grzech przez ofiara z sam siebie . a jak postanowić człowiek raz umrzeć , potem zaś sąd , tak Chrystus raz jeden być ofiarować dla zgładzić grzech wiele , drugi raz ukazać się nie w związek z grzech , lecz dla zbawienie ten , który on oczekiwać . śpiewać pan , bo uczynić cud śpiewać pan pieśń nowy , albowiem uczynić cud . zwycięstwo on zgotować on prawica i święty ramię Jego.Pan okazać swój zbawienie , na oko pogan objawić swój sprawiedliwość . wspomnieć na dobroć i na wierność swój dla dom Izraela.Ujrza ły wszystek kraniec ziemia zbawić Bóg nasz . wołać z radość na cześć Pan , cały ziemia , cieszyć się , weselić i grać . śpiewać pan przy wtór cytra , przy wtór cytra i przy dźwięk harfa . przy trąba i przy głos róg , na oko pan , Król , się radować . uczony w pismo , który przyjść z Jerozolima , mówić o Jezus : "" "" mieć Belzebub i moc władca zły duch wyrzucać zły duch "" "" . wtedy Jezus przywołać on do siebie i mówić on w przypowieść : "" "" jak móc szatan wyrzucać szatan ? jeśli jakiś królestwo być wewnętrznie skłócić , taki królestwo nie móc się ostać . i jeśli dom wewnętrznie być skłócić , to taki dom nie być móc się ostać . jeśli więc szatan powstać przeciw siebie i być z siebie skłócić , to nie móc się ostać , lecz koniec z on . nikt nie móc wejść do dom mocarz i sprzęt on zagrabić , jeśli mocarz wpierw nie związać , i dopiero wtedy dom on ograbić . zaprawdę , powiadać wy : wszystek grzech i bluźnierstwo , który by się człowiek dopuścić , być on odpuścić . kto by jednak zbluźnić przeciw Duch święty , nigdy nie otrzymać odpuścić , lecz winny być grzech wieczny "" "" . mówić bowiem : "" "" mieć duch nieczysty "" "" . "" ",2019-01-28
""" prawo , posiadać tylko cień przyszły dobra , a nie sam obraz rzecz , przez ten sam ofiara , corocznie ciągle składać , nie móc nigdy udoskonalić ten , który przystępować do Bóg . czyż bowiem nie przestać by on składać , gdyby składać on , raz na zawsze oczyścić , nie mieć już żaden świadomość grzech ? ale przez nie każdy rok następować przypomnieć grzech . niemożliwy być bowiem , aby krew cielec i kozioł usuwać grzech . przeto Chrystus , przychodzić na świat , mówić : "" "" ofiara ani dar nie chcieć być , ale ja utworzyć być ciało ; całopalenie i ofiara za grzech nie podobać się ty . wtedy rzec być : oto iść – w zwój księga napisać o ja – aby spełnić wola twój , Bóg "" "" . wysoko powiedzieć : "" "" ofiara , dar , całopalenie i ofiara za grzech nie chcieć być i nie podobać się ty "" "" , choć składany być zgodnie z prawo . następnie powiedzieć : "" "" oto iść , aby spełnić wola twój "" "" . usuwać jeden ofiara , aby ustanowić inny . na moc ten wola uświęcić być przez ofiara ciało Jezus Chrystus raz na zawsze . przychodzić , Bóg , pełnić twój wola z nadzieja czekać być na pan , a on pochylić się nad ja . włożyć ja w usta pieśń nowy , śpiew dla nasz Boga.Nie chcieć być ofiara krwawy ani z płód ziemia , lecz otworzyć być ja ucho ; nie żądać być całopalenie i ofiara za grzech . wtedy powiedzieć być : "" "" oto przychodzić "" "" . głosić być twój sprawiedliwość w wielki zgromadzenie i nie powściągać być warga mój , o co ty wiedzieć , Panie.Sprawiedliwo ści twój nie kryć być w głębia serce , głosić być twój wierność i pomoc . nie taić być twój łaska ani twój wierność przed wielki zgromadzenie . nadejść matka Jezus i bracia i stać na dwór , posłać po on , aby on przywołać . a tłum człowiek siedzieć wokół on , gdy on powiedzieć : "" "" oto twój matka i brat na dwór szukać ty "" "" . odpowiedzieć on : "" "" któż być mój matka i który być mój brat ? "" "" i spoglądać na siedzieć dokoła on , rzec : "" "" oto mój matka i mój brat . bo kto pełnić wola boży , ten być ja brat , siostra i matka "" "" . "" ",2019-01-29
""" każdy kapłan stary testament stawać codziennie do wykonywać swój służba i wiele raz składać ten sam ofiara , który żaden miara nie móc zgładzić grzech . ten przeciwnie , złożyć raz na zawsze jeden ofiara za grzech , zasiąść po prawica Bóg , oczekiwać tylko , "" "" aż nieprzyjaciel on stać się podnóżek pod on stopa "" "" . jeden bowiem ofiara udoskonalić na wiek ten , który być uświęcać . dawać my zaś świadectwo Duch święty , skoro powiedzieć : "" "" taki być przymierze , który zawrzeć z on po ów dzień , mówić pan : nadać prawo mój w on serce , także w myśl on on wypisać . a na on grzech oraz on nieprawość więcej już nie wspomnieć "" "" . gdzie zaś być on odpuścić , tam już dużo nie zachodzić potrzeba ofiara za grzech . być kapłan , tak jak melchizedek rzec pan do pan mój : "" "" siąść po mój prawica , aż uczynić twój wróg podnóżek stopa twój "" "" . pan rozciągnąć moc twój berło z Syjon : "" "" panować wśród swój nieprzyjaciel ! przy ty panować w dzień twój triumf , w blask świętość , z łono jutrzenka zrodzić być ty jak rosa "" "" . pan przysięgnąć i to nie odwołać : "" "" ty być kapłan na wiek na wzór melchizedek "" "" . Jezus znowu zacząć nauczać nad jezioro i bardzo wielki tłum człowiek zebrać się przy on . dlatego wejść do łódź i usiąść w on , na jezioro , a cały tłum stać na brzeg jezioro . nauczać on wiele w przypowieść i mówić on w swój nauka : "" "" słuchać : oto siewca wyjść siać . a gdy siać , jeden ziarno padło na droga ; i przylecieć ptak , i wydziobać on . inny paść na grunt skalisty , gdzie nie mieć wiele ziemia , i wnet wzejść , bo nie być głęboko w gleba . lecz powschodzie słońce przypalić się i uschnąć , bo nie mieć korzeń . inny padło między cierń , a cierń wybujać i zagłuszyć on , tak że nie wydać owoc . inny wreszcie paść na ziemia żyzny i wydawać plon , wschodzić i rosnąć ; a przynosić plon trzydziestokrotny , sześćdziesięciokrotny i stokrotny "" "" . i dodać : "" "" kto mieć ucho do słuchać , niechaj słuchać ! "" "" a gdy być sam , pytać on ten , który przy on być , razem z dwanaście , o przypowieść . on on odrzec : "" "" wy dać być tajemnica królestwo boży , dla ten zaś , który być poza wy , wszystko dziać się w przypowieść , aby „ patrzyć uważnie , a nie widzieć , słuchać uważnie , a nie rozumieć , żeby się nie nawrócić i nie być on odpuścić wina ” . i mówić on : "" "" nie rozumieć ten przypowieść ? jakże więc zrozumieć inny przypowieść ? siewca siać słowo . a oto być ten , który być na droga : u on siać się słowo , a skoro on usłyszeć , zaraz przychodzić szatan i porywać słowo w on zasiać . podobnie zasiew na grunt skalisty być ten , który gdy usłyszeć słowo , natychmiast przyjmować on z radość , lecz nie mieć w siebie korzeń i być niestały . potem gdy nastać ucisk lub prześladować z powód słowo , zaraz się załamywać . być inny , który być zasiać między cierń : to ten , który wprawdzie słuchać słowo , lecz troska ten świat , ułuda bogactwo i inny żądza wciskać się i zagłuszać słowo , tak że pozostawać bezowocny . wreszcie zasiać na ziemia żyzny być ten , który słuchać słowo , przyjmować on i wydawać owoc : trzydziestokrotny , sześćdziesięciokrotny i stokrotny "" "" . "" ",2019-01-30
""" za panowanie Jozjasza pan skierować do ja następujący słowo : "" "" zanim ukształtować być ty w łono matka , znać być ty , nim przyjść być na świat , poświęcić być ty , prorok dla naród ustanowić być ty . ty zaś przepasać biodro , wstać i mówić wszystko , co ty rozkazać . nie lękać się on , by być ty czas nie napełnić lęk przed on . a oto ja czynić ty dzisiaj twierdza warowny , kolumna żelazny i mur z spiż przeciw cały ziemia , przeciw król judzki i on przywódca , on kapłan i lud ten ziemia . być walczyć przeciw ty , ale nie zdołać ty zwyciężyć , gdyż ja być z ty – mówić pan – by ty ochraniać "" "" . być wysławiać pomoc twój , pan w ty , pan , ucieczka mój , niech wstyd nie zaznać na wiek . wyzwolić ja i ratować w twój sprawiedliwość , nakłonić ku ja swój ucho i zesłać ocalenie . bądź dla ja skała schronienie i zamek warowny , aby ja ocalić , bo ty być mój opoka i twierdzić . Bóg mój , wyrwać ja z ręka niegodziwca.Bo ty , mój Bóg , być mój nadzieja , pan , ty ufać od młodość . ty być być mój podpora od dzień narodziny , od łono matka mój opiekunem.Moje usta być głosić twój sprawiedliwość i przez cały dzień twój pomoc . Bóg , ty ja uczyć być od mój młodość i do ten chwila głosić twój cud . kiedy Jezus przyjść do Nazaret , przemówić do lud w synagoga : "" "" dziś spełnić się ten słowo pismo , który słyszeć być "" "" . a wszyscy przyświadczać on i dziwić się pełny łaska słowo , który płynąć z usta on . i mówić : "" "" czy nie być to syn Józef ? "" "" wtedy rzec do on : "" "" z pewność powiedzieć ja to przysłowie : lekarz , uleczyć sam siebie ; dokonajże i tu , w swój ojczyzna , to , co wydarzyć się , jak słyszeć być , w Kafarnaum "" "" . i dodać : "" "" zaprawdę , powiadać wy : żaden prorok nie być mile widzieć w swój ojczyzna . naprawdę , mówić wy : wiele wdowa być w Izrael za czas Eliasz , kiedy niebo pozostawać zamknąć przez trzy rok i sześć miesiąc , tak że wielki głód panować w cały kraj ; a Eliasz do żaden z on nie zostać posłać , tylko do ów wdowa w Sarepcie sydoński . i wiele trędowaty być w Izrael za prorok Elizeusz , a żaden z on nie zostać oczyścić , tylko Syryjczyk Naaman "" "" . na ten słowo wszyscy w synagoga unieść się gniew . porwać się z miejsce , wyrzucić on z miasto i wyprowadzić aż na urwisko góra , na który zbudować być on miasto , aby on strącić . on jednak , przejść pośród on , oddalić się . "" ",2019-02-03
""" mieć dokoła siebie taki mnóstwo świadek , zrzucić wszelki ciężar , a przed wszystko grzech , który my łatwo zwodzić , biec wytrwale w wyznaczyć my zawody . patrzeć na Jezus , który my w wiara przewodzić i on wydoskonalać . on to zamiast radość , który on obiecywać , przecierpieć krzyż , nie baczyć na on hańba , i zasiąść po prawica na tron Bóg . zważyć więc na ten , który z strona grzesznik tak wielki wycierpieć wrogość wobec siebie , abyście nie ustawać , załamać na duch . jeszcze nie opieraliście się aż do krew , walczyć przeciw grzech . chwalić ty być , który ty szukać wypełnić mój ślub wobec czciciel Bóg . ubogi być jeść i zostać nasycić , być chwalić pan ten , który on szukać : "" "" serce wasz niech żyć na wiek "" "" . przypomnieć siebie i wrócić do pan wszystek kraniec ziemia , oddać on pokłon wszystek szczep pogański . on się pokłonić wszyscy spać w ziemia , przed on zgiąć się wszyscy , który stać się prochem.Moja dusza być żyć dla on , potomstwo mój on być służyć , przyszły pokolenie o Pan opowiedzieć . i sprawiedliwość on ogłosić lud , który się narodzić : "" "" pan to uczynić "" "" . gdy Jezus przeprawić się z powrót Łódź na drugi brzeg jezioro Genezaret , zebrać się wielki tłum wokół on , a on być jeszcze nad jezioro . wtedy przyjść jeden z przełożony synagoga , imię Jair . gdy on ujrzeć , upaść on do noga i prosić usilnie : "" "" mój córeczka dogorywać , przyjść i położyć na on ręka , aby ocalać i żyć "" "" . pójść więc z on , a wielki tłum iść za on i zewsząd na on napierać . a pewien kobieta od dwanaście rok cierpieć na upływ krew . wiele wycierpieć od różny lekarz i cały swój mienie wydać , a nic on nie pomóc , lecz mieć się jeszcze źle . posłyszeć o Jezus , więc wejść z tył między tłum i dotknąć się on płaszcz . mówić bowiem : "" "" Żebym choć dotknąć on płaszcz , a być zdrowy "" "" . zaraz też ustać on krwotok i poczuć w swój ciało , że być uleczyć z dolegliwość . a Jezus natychmiast uświadomić siebie , że moc wyjść od on . obrócić się w tłum i zapytać : "" "" kto dotknąć mój płaszcz ? "" "" odpowiedzieć on uczeń : "" "" widzieć , że tłum zewsząd ty ściskać , a pytać : kto ja dotknąć "" "" . on jednak rozglądać się , by ujrzeć ten , który to uczynić . wtedy kobieta podejść zalękniony i drżący , gdyż wiedzieć , co się z on stać , paść przed on i wyznać on cały prawda . on zaś rzec do on : "" "" córka , twój wiara ty ocalić , iść w pokój i być wolny od swój dolegliwość "" "" . gdy on jeszcze mówić , przyjść człowiek od przełożony synagoga i donieść : "" "" twój córka umrzeć , czemu jeszcze trudzić nauczyciel ? "" "" lecz Jezus , słyszeć , co mówić , rzec do przełożyć synagoga : "" "" nie bać się , wierzyć tylko ! "" "" i nie pozwolić nikt iść z siebie z wyjątek Piotr , Jakub i Jan , brat jakubowy . tak przyjść do dom przełożony synagoga . widzieć zamieszanie , płakać i głośno zawodzić , wejść i rzec do on : "" "" co podnosić wrzawa i płakać ? dziecko nie umrzeć , tylko spać "" "" . i wyśmiewać on . lecz on odsunąć wszyscy , wziąć z siebie tylko ojciec i matka dziecko oraz ten , który z on być , i wejść tam , gdzie dziecko leżeć . ująć dziewczynka za ręka , rzec do on : "" "" Talitha kum "" "" , to znaczyć : "" "" dziewczynka , mówić ty , wstać ! "" "" dziewczynka natychmiast wstać i chodzić , mieć bowiem dwanaście rok . i osłupieć wprost z zdumienie . przykazać on też z nacisk , żeby nikt o to się nie dowiedzieć , i polecić , aby on dać jeść . "" ",2019-02-05
""" jeszcze nie opieraliście się aż do krew , walczyć przeciw grzech , a zapomnieć być o napomnieć , z jaki Bóg się zwracać do wy jako do syn : "" "" syn mój , nie lekceważyć karcenie pan , nie upadać na duch , gdy on ty doświadczać . bo kto miłować pan , ten karcić , chłostać zaś każdy , który za syn przyjmować "" "" . trwać w karność ! Bóg obchodzić się z wy jak z dziecko . jakiż to bowiem syn , który by ojciec nie karcić ? wszelki karcenie na raz nie wydawać się radosny , ale smutny , potem jednak przynosić ten , który on doświadczyć , błogi plon sprawiedliwość . dlatego wyprostować opadły ręka i osłabły kolano ! prosty ślad czynić noga , aby kto chromy , nie zbłądzić , ale być raczej uzdrowić . starać się o pokój z wszyscy i o uświęcić , bez który nikt nie zobaczyć pan . baczyć , aby nikt nie pozbawić się łaska boży , aby jakiś korzeń gorzki , który wyrastać do góra , nie spowodować zamieszanie , a przez to nie skalać się inny . Bóg być łaskawy dla swój czciciel błogosławić , dusza mój , pan , i wszystko , co być w ja , święty imię on . błogosławić , dusza mój , pan i nie zapominać o wszystek on dobrodziejstwach.Jak ojciec litować się nad dziecko , tak pan się litować nad ten , który cześć on oddawać . wiedzieć on , z czegośmy powstać , pamiętać , że być prochem.Lecz łaska pan być wieczny dla on wyznawca , a on sprawiedliwość nad on potomstwo , nad wszyscy , który strzec on przymierze . Jezus przyjść do swój rodzinny miasto . a towarzyszyć on on uczeń . gdy zaś nadejść szabat , zacząć nauczać w synagoga ; a wiele , przysłuchiwać się , pytać z zdziwienie : "" "" skąd to u on ? i co to za mądrość , który on być dana ? I taki cudo dziać się przez on ręka ! czy nie być to cieśla , syn Maryja , a brat Jakub , Józef , Juda i Szymon ? czyż nie żyć tu u my także on siostra ? "" "" i powątpiewać o on . a Jezus mówić on : "" "" tylko w swój ojczyzna , wśród swój krewny i w swój dom móc być prorok tak lekceważyć "" "" . i nie móc tam zdziałać żaden cud , jedynie na kilka chora położyć ręka i uzdrowić on . dziwić się też on niedowiarstwo . potem obchodzić okoliczny wieś i nauczać . "" ",2019-02-06
""" nie przyjść być do namacalny i płonąć ogień , do mgła , do ciemność i burza ani też do grzmiący trąba i do taki dźwięk słowo , iż wszyscy , który on usłyszeć , prosić , aby do on nie mówić . A tak straszny być to zjawisko , iż Mojżesz powiedzieć : "" "" zatrwożony być i drżeć "" "" . wy natomiast przyjść być do góra Syjon , do miasto Bóg żywy – Jeruzalem niebieski , do niezliczony liczba anioł , na uroczysty zgromadzenie , i do kościół pierworodny , który być zapisać w niebiosa , do Bóg , który sądzić wszystek , do duch człowiek sprawiedliwy , który już dojść do cel , do pośrednik nowy testament – Jezus , do pokropić krew , który przemawiać mocno niż krew Abel . w swój świątynia łaska okazać być Wielki być pan i godny wielki chwała w miasto Bóg nasz . święto on góra , wspaniały wzniesienie , radość być cały ziemia . góra Syjon , kres północ , być miasto wielki Król . Bóg w zamek swój okazać się obrona . co słyszeć być , to zobaczyć być w miasto pan Zastępa , w miasto nasz Bóg . Bóg on umacniać na wieki.Rozwa żamy , Bóg , łaskawość twój w wnętrze twój świątynia . jak imię twój , Bóg , tak i chwała twój sięgać po kraniec ziemia . prawica twój pełny być sprawiedliwość . Jezus przywołać do siebie dwanaście i zacząć rozsyłać on po dwa . dać on też władza nad duch nieczysty i przykazać on , żeby nic z siebie nie brać na droga prócz laska : ani chleb , ani torba , ani pieniądz w trzos . "" "" ale iść obuć w sandał i nie wdziewać dwa suknia "" "" . i mówić do on : "" "" gdy do jakiś dom wejść , zostać tam , aż stamtąd wyjść . jeśli w jakiś miejsce wy nie przyjąć i nie być wy słuchać , wychodzić stamtąd , strząsnąć proch z noga wasz na świadectwo dla on "" "" . on więc wyjść i wzywać do nawracać się . wyrzucać też wiele zły duch , a wiele chory namaszczać olej i uzdrawiać . "" ",2019-02-07
