txt_pl_lem,title
""" ofiarować ty , pan mój cały życie mój , cały być twój , aż na wiek . oto mój serce , przecież wiedzieć , Tyś miłość mój jedyna być . "" ",Będziemy tańczyć
""" oto ja posłać ja dotknąć ogień mój warga powiedzieć pan co chcieć a mój rozkosz być być posłuszny . dać ja swój duch , abym móc stać się chleb Abym stać się wino , abym gasić twój pragnienie . oto ja posłać ja dotknąć ogień mój warga powiedzieć pan co chcieć a mój rozkosz być być posłuszny . nie chcieć ty już mówić o mój potrzeba , pan ty wiedzieć wszystko . objawić ja twój pragnienie . "" ",Będę śpiewał Ci
""" oto być dzień , który dać my pan weselić się i radować się w on . "" ","Błogosław, duszo moja Pana"
""" być tańczyć , być śpiewać , być klaskać w dłoń swój , kiedy nasz pan stanąć z my twarz w twarz , spotkać się w nowy Jeruzalem . refren : być tańczyć , być śpiewać , być klaskać w dłoń swój , kiedy nasz pan w biały szata stawić my przed ojciec swój , przed Adonai . nadejść dzień , w który wszystko spełnić się co dawno już objawić Bóg , więc mocno trwać , nigdy nie poddawać się , nie poddawać się . "" ",Błogosławcie Pana wszystkie Jego dzieła
""" oto stać u drzwi i kołatać . oto stać u drzwi i kołatać . jeśli kto posłyszeć mój głos i drzwi otworzyć wejść do on i być z on wieczerzać , a on z ja . "" ",Błogosławione jest Imię Twe
""" otworzyć mój oko , o Pan , otworzyć mój oko i serce , chcieć widzieć ty . wywyższyć widzieć chcieć , ujrzeć ty w blask twój chwała . wylać swój miłość i moc , gdy śpiewać święty , święty , święty . chcieć widzieć ty . "" ",Cała ziemio wołaj
""" oświecić droga mój , choćby na jeden krok i nie pozwolić ja w miejsce stać . ciągle czekać na cud Abyś nowy pragnienie w mój serce wlać . "" ",Chcę wywyższać Imię Twe
""" pan – być mój pasterz , nic ja nie braknąć . pozwalać ja leżeć na zielony pastwisko , nic ja nie braknąć . prowadzić ja nad woda , gdzie móc odpocząć , nic ja nie braknąć . "" ",Chlebie najcichszy
""" pan blisko być , oczekiwać on pan blisko być , w on serce moc . "" ",Chrystus Pan karmi nas
""" pan być pasterz mój , nic ja nie braknąć . na zielony niwa paść ja , nad woda spokojny ja prowadzić i dusza mój pokrzepiać i wieść ja ścieżka sprawiedliwość swój . Choćbym nawet iść ciemny dolina zło się nie ulęknąć , boś ty z ja . laska twój i kij twój ja pocieszać . Laj laj … "" ","Chrystus Pan, Boży Syn"
""" czuwać nad ja Bóg mój Bóg . pan ja strzec , pan ja strzec , czuwać nad ja Bóg , on być mój cień . chcieć z ty chodzić po wszystek mój droga , prowadzić ja w moc swój abym nie upaść ! pan ja strzec , pan ja strzec , czuwać nad ja Bóg , on być mój cień . "" ",Chwal Adonai
""" pan wywyższyć , nasz król wywyższyć wśród chwała , uwielbiać on . pan wywyższyć , nasz król wywyższyć oddać on cześć ! król być pan , on łaska na wiek trwać . niebo i ziemia , radować się on imię . pan wywyższyć , nasz król wywyższyć wśród chwała . "" ",Chwalcie Pana niebios
""" pan dobry jak chleb bądź uwielbić od swój kościół , bo Tyś do koniec my umiłować , do koniec my umiłować . Tyś na pustkowie chleb rozmnożyć , pan , byśmy do niebo w droga nie ustać , Tyś stać się manna wędrowiec przez ziemia , dla ten , co dotąd przy ty wytrwać . pan dobry jak chleb bądź uwielbić od swój kościół , bo Tyś do koniec my umiłować , do koniec my umiłować . ziarno zebrać , odrzucić chwast , bo One dojrzewać , pachnieć świeży chleb . niech ziemia nasz stać się ołtarz , a chleb komunia dla spragniony ty . pan dobry jak chleb bądź uwielbić od swój kościół , bo Tyś do koniec my umiłować , do koniec my umiłować . ty my nazwać być swój przyjaciel , jeśli spełnić , co my przykazać być . cóż my bez ty , pan , uczynić ? Tyś nasz życie i oczekiwanie . pan dobry jak chleb bądź uwielbić od swój kościół , bo Tyś do koniec my umiłować , do koniec my umiłować . Tyś za my życie swój na krzyż oddać , a w znak chleb z my pozostać być i dla my zawsze mieć otworzyć serce , bo ty do koniec my umiłować być . "" ",Chwalcie łąki umajone
""" pan mój przychodzić dziś , serce mój skruszony przyjm . skłaniać się przed święty tron twój . wznosić ręka mój wzwyż , miłość mój wyznawać ty . uwielbiać ty w duch , uwielbiać w prawda ty . "" ","Chwalę Ciebie, Panie"
""" być śpiewać ty piękny pieśń z anioł tak być śpiewać ty święty , święty , święty być pan , Zastępa pan . cały ziemia być pełny on chwała "" ",Chwała Bogu Ojcu
""" pan pozostać , mieć się ku wieczór , dzień się już nachylić . "" ",Ciebie całą duszą pragnę
""" pan chwała i cześć , głosić chwała i cześć . pan chwała i cześć , potężny Bóg być . ty , co mieszkać na wyspa , ty , co morze przemierzać i ty , mieszkaniec miasto wznieść swój głos i zaśpiewać ! pan chwała i cześć , głosić chwała i cześć . pan chwała i cześć , potężny Bóg być . śpiewać pan pieśń nowy , ogłosić chwała po kraniec ziemia , niech każdy naród wyznać on cześć tak , aby każdy usłyszeć "" ",Do Ciebie Panie
""" pewien noc łza z oko mój otrzeć dłoń swój Jezus I powiedzieć ja : „ nie martwić się , być przy bok twój . ” potem spojrzeć na grzeszny świat pogrążyć w ciemność i zwracać się do ja pełny troska tak rzec : powiedzieć człowiek , że kochać on , że się o on wciąż troszczyć . jeśli zejść już z mój droga , powiedzieć , że szukać on . gdy na wzgórze golgota za on życie oddać być to umrzeć być za wszyscy aby każdy móc żyć . nie zapomnieć ten chwila , gdy ja spotkać mój Jezus . wtedy być być jak ślepy on przywrócić ja wzrok . powiedzieć człowiek , że kochać on , że się o on wciąż troszczyć . jeśli zejść już z mój droga , powiedzieć , że szukać on . "" ",Do mnie wróć
podnieść ja Jezus i prowadzić do ojciec podnieść ja Jezus i prowadzić do ojciec zanurzyć ja w woda on miłosierdzie amen amen ,Dobry jest Pan
""" pokój wy , pokój wy , pokój wy , nie bać się wziąć duch święty , wziąć duch święty , on poprowadzić wy . "" ",Dotknij Panie moich oczu
""" pomodlić się Miriam , aby twój syn żyć w ja . pomodlić się , by Jezus w ja żyć . gdzie ty być , zstępować Duch święty . gdzie ty być , niebo stawać się . Miriam , Tyś być brama do niebo , mój niebo być twój syn wziąć ja , wziąć ja do swój łono , by być bóstwo Jezus zajaśnieć jak ty . pomodlić się Miriam , aby twój syn żyć w ja . pomodlić się , by Jezus w ja żyć . gdzie ty być , zstępować Duch święty . gdzie ty być , niebo stawać się . Gdybym umrzeć , Jezus żyć by w ja . Gdybym umrzeć , odpocząć by być . przyspieszyć , przyspieszyć mój śmierć . pragnąć umrzeć , aby żyć . "" ",Duchu miłości
""" powietrze mój być obecność twój , święty w serce mój . powszedni chleb mój twój żywy słowo dać ja dziś bez ty nie móc już żyć dla ty mój serce chcieć bić . "" ",Duchu święty (o przyjdź i rozpal nas)
""" prawda jedyny , słowo Jezus z Nazaret , że swój syn posłać człowiek Bóg na świat , aby niewinnie cierpieć zemrzeć za nasz grzech i w pohańbić przyjąć wina wszyscy my . dzięki ty , Bóg mój , za ten krzyż , który Jezus cierpieć za ja , Jezus cierpieć za ja . uwierzyć w Jezus , przecież on za ty umrzeć i z miłość do my przyjść z niebo na ten świat . błogosławiony , ten kto wierzyć , choć nie widzieć , zaufać dziś Bóg , a na wiek być żyć . dzięki ty , Bóg mój , za ten krzyż , który Jezus cierpieć za ja , Jezus cierpieć za ja . "" ",Duchu święty ogarnij mnie
""" przed oblicze pan uniżyć się . pan sam wywyższyć my . on być ziemia i czas , pan sam wywyższyć my . wszystek swój troska oddać on . pan sam wywyższyć my . on być ziemia i czas , pan sam wywyższyć my . z pokora stanąć przed pan swój . pan sam wywyższyć my . on być ziemia i czas , pan sam wywyższyć my . "" ",Duchu święty powiej wiatrem
""" przed tron twój stać wpatrzyć w twój miłość blask do ty pan podobny stawać się widzieć twój twarz chwała twój wypełniać my obecność twój blask gdy wielbić ty , wiedzieć być tu chwała , cześć , mądrość , moc , błogosławieństwo , na wiek ! na wiek ! chwała twój wypełniać my obecność twój blask gdy wielbić ty , wiedzieć być tu "" ",Duchu święty przyjdź (Niech wiara zagości)
""" błogosławić dusza mój pan , wszystko , co w ja , on święty imię . błogosławić dusza mój pan , on dobroć nigdy nie zapominać . on odpuszczać wszystek twój grzech , leczyć wszystek twój choroba . okazować swój miłosierdzie , on ratować ty od zguba . on napełniać twój życie dobro , aż odnowić się twój młodość , jak u orzeł . nie odpłacać według grzech , nie chcieć wiecznie gniewać się . on pamiętać żeśmy proch , on dobrze wiedzieć ! błogosławić dusza mój pan , wszystko , co w ja , on święty imię . błogosławić dusza mój pan , on dobroć nigdy nie zapominać . tak jak ojciec nad swój dziecko , pan litować się nad pokorny . on oddalać od my nasz wina jak daleko wschód od zachód . jak wysoko niebo być nad ziemia , tak być wielki dobroć dla człowiek , który się on bać . dzień człowiek być jak trawa , kwitnąć on jak polny kwiat . kiedy mocno wiatr zawiać , znikać po on ślad ! błogosławić dusza mój pan , wszystko , co w ja , on święty imię . błogosławić dusza mój pan , on dobroć nigdy nie zapominać . błogosławić pan – wszystek anioł błogosławić pan – wszystek on człowiek błogosławić pan – wszystek on dzieło błogosławić on ! błogosławić dusza mój pan , wszystko , co w ja , on święty imię . błogosławić dusza mój pan , on dobroć nigdy nie zapominać . "" ","Duchu święty, cudownym wiatrem jesteś"
""" przychodzić pan mimo drzwi zamknięty Jezu zmartwychwstały , z ślad męka ty być z my , posłać do my duch . pan nasz i Bóg – uzdrowić nasz życie . "" ","Duszo ma, Pana chwal"
""" przyjaciel mieć , co pocieszać ja , gdy o on ramię oprzeć się . w on nadzieja mieć , ulecieć strach . on blisko być , zawsze troszczyć się . król Król , z my Bóg Jezus "" ",Dzielmy się wiarą jak chlebem
""" przyjaciel , chcieć zostać z ty , przy ty chcieć być i nie trzeba byś mówić coś , wystarczyć byś być bo nie mieć duży miłość niż ten , gdy ktoś życie oddawać by być on móc żyć chcieć być z ty , gdy być ja dobrze i kiedy ja źle przyjaciel , otwierać przed ty serce swój . bo nie mieć duży miłość niż ten , gdy ktoś życie oddawać by być on móc żyć "" ","Dzięki, o Panie! Składamy dzięki"
""" przyjść jak deszcz , ożywić dziś suchy ziemia nasz serce . przyjść jak deszcz na spragniony świat . dotknąć my tak jak wiatr , rozpędzić smutek , otrzeć łza , zabrać tam , gdzie się w radość zmieniać strach . wszystko dziś nowy stawać się . pan , przyjść i napełnić ja przyjść jak deszcz do spragniony serce tak pragnąć ty , pan . niech twój moc dziś objawić się , pokazać swój chwała ! przyjść jak deszcz , pan nasz , obmyć gorycz , żal i ból . pozwolić dziś niech nadzieja kwitnąć w my . to , co zły zniknąć gdzieś , nowy dzień nastawać już . być jak Słońce blask w pochmurny czas . wszystko dziś nowy stawać się . pan , przyjść i napełnić ja przyjść jak deszcz do spragniony serce tak pragnąć ty , pan . niech twój moc dziś objawić się , pokazać swój chwała ! "" ",Gdy kiedyś Pan
""" przywołać ja pan , przywołać ja pan na pustynia . i niech mój głód ty i mój tęsknota przywołać ty . mówić do mój serce , mówić do mój serce , ty znać on ukryć dolina . tam gdzie usychać piękny winnica , ty wiedzieć gdzie otworzyć ukryć źródło . niech w ja umilknąć pragnienie i myśleć , abyś móc mówić ty . niech słowo miłość i przebaczenie przeniknąć dusza mój . mówić do mój serce , mówić do mój serce , ty znać on ukryć dolina . tam gdzie usychać piękny winnica , ty wiedzieć gdzie otworzyć ukryć źródło . "" ",Gdy klęczę przed Tobą
""" radować się dusza mieć , wielbić pan swój . być ten śpiewać z cały siła , sławić ty być za twój dzieło , być ty śpiewać z cały siła , błogosławić być twój imię . być miłosierny pan zastęp . moc on ramię nad swój lud . pan mój zbawca . "" ",Gdy schodzimy się
""" rozpiąć na ramię jak sokół na niebo Chrystus , syn Bóg spojrzeć prosić na ziemia . na ruchliwy ulica , zabiegany człowiek . gdy dzień się już kończyć , a ranek się budzić uśmiechnąć się przyjaźnie z wysoki krzyż do ciężko pracować , który głód poniżać . rozpiąć na ramię jak sokół na niebo Chrystus , syn Bóg spojrzeć prosić na ziemia . pocieszyć zrozpaczony , chleb dać głodować modlić ty słuchać i wybaczyć umierać spojrzeć cierpienie sokoli na wszechświat , na ziemia na cichy ciemny kościół , dziecko wzywać ty rozpiąć na ramię jak sokół na niebo Chrystus , syn Bóg spojrzeć prosić na ziemia . a gdy być my sądzić , boski miłosierdzie prosić , twój dziecko , nie sądzić na miara siebie . "" ",GLORIA!!! (Na niedzielę i święta)
""" schować ja pod skrzydło swój ukryć ja w silny dłoń swój . kiedy fala morze chcieć porwać ja z ty wznieść się , podnieść ja pan Król Tyś spienić woda ja ufać ty – ty być Bóg . odpocząć dziś w ramię twój dusza mieć w ty być trwać . kiedy fala morze chcieć porwać ja z ty wznieść się , podnieść ja pan Król Tyś spienić woda ja ufać ty – ty być Bóg . "" ",Godzien o godzien jest Bóg
""" serce wielki my dać , zdolny objąć świat . pan , serce my dać , mężny w walka z zło . zwlec z siebie uczynek stary człowiek , zniszczyć wszystko , co budzić boży gniew , wdziać biel nowy szata w Chrystus pan , nowy człowiek powstać w każdy z my . serce wielki my dać , zdolny objąć świat . pan , serce my dać , mężny w walka z zło . nowy człowiek w historia wpisać miłość , wskazać droga odnowa ludzki serce . nowy człowiek przeżyć własny życie , tworzyć wspólny wysiłek nowy świat . serce wielki my dać , zdolny objąć świat . pan , serce my dać , mężny w walka z zło . nowy człowiek przynieść ziemia pokój , w znak wiara jednoczyć cały świat . nowy człowiek przynieść ziemia wolność , prawda człowiek wyzwolić niszczyć zło . "" ",Gwiazdo zaranna
spocząć na my Duch pan Duch mądrość i rozum duch poznanie i bojaźń boży duch miłość i moc . ,Idź w pokoju
""" błogosławić pan wszystek on dzieło , który by nie kwitnąć gdyby nie cierpienie , błogosławić pan . błogosławić pan wszystek łza i żal , każdy mój słabość i upokorzenie , błogosławić pan . błogosławić pan wszystek mój rana , na który Duch Święty stawać się balsam , błogosławić pan . niech ty błogosławić wszystek mój niemoc , ból skrzętnie skrywać po bezsenny noc , błogosławić pan . błogosławić pan , że on ufać jeszcze , że ja wciąż uzdrawiać łaska swój deszcz błogosławić pan . "" ","Ja wierzę, że to Jezus"
""" stać u nasz drzwi , kołatać długo , słowo życie wieczny mieć . kto twój usłyszeć głos i drzwi otworzyć , być trwać w ty , a ty w on . pan wielki być miłość twój , tak cierpliwy , wierny i łaskawy chcieć on wnieść do nasz serce . pan wejść , zamieszkać w my pan ty dar życie mieć . pan przyjść , umocnić my , byśmy wytrwać w miłość twój . "" ",Jak Dawid
""" stać dziś , swój serce , ręka tak wyciągać w podziw dla ten , który wszystko dać . stać dziś , swój dusić pani w ty składać , ja chcieć być jak ty . "" ",Jak dobrze jest dziękować Ci
swój Duch pan wylać na my dziś ,Jak ożywczy deszcz
""" ten krew z grzech odmywać my , ten krew czynić my biały od śnieg , ten krew z grzech odmywać my , to być baranek święty krew . "" ",Jak wielki jest Bóg
""" tak być mało czas , mało dzień , serce bić tylko kilka chwila . niespokojnie czekać , wiercić się , kiedy w koniec ty przytulić on . tak być mało czas , mało dzień , serce bić tylko kilka chwila . nie wiedzieć , czy ty poznać , ale wiedzieć , że na pewno ty rozpoznać ja . zabrać ja na drugi brzeg , za ty być do niebo biec nie być wcale ciężko , kiedy wiedzieć , że na koniec droga spotkać ty . chociaż być tyle trudny dzień , codziennie blisko niebo , warto żyć ! tak być mało czas , mało dzień , serce bić tylko kilka chwila . nie wiedzieć , czy ty poznać , ale wiedzieć , że na pewno ty rozpoznać ja . zabrać ja na drugi brzeg , za ty być do niebo biec mijać godzina , mijać czas , szukać ty na niebo pośród gwiazda . nie wiedzieć czy ty poznać , ale wiedzieć , że na pewno ty rozpoznać ja ! zabrać ja na drugi brzeg , za ty być do niebo biec "" ",Jeden chleb
""" tak ja skruszyć , tak ja złam , tak ja wypalić , pan Byś zostać tylko ty , byś zostać tylko ty . jedynie ty "" ",Jeden jest tylko Pan
""" tchnąć moc , tchnąć miłość , i przenikać życie mój . bo cały serce swój oddawać ty cześć , bo każdy myśl swój oddawać ty cześć i z cały siła swój oddawać ty cześć , o , pan mój . tchnąć moc , tchnąć miłość , i przenikać życie mój . bo cały serce swój uwielbić ty chcieć , bo każdy myśl swój uwielbić ty chcieć i z cały siła swój uwielbić ty chcieć , o , pan mój . "" ","Jedyny Pan, prawdziwy Bóg"
ty chór anioł ty chór anioł śpiewać nowy pieśń : chwała baranek ! alleluja ! alleluja ! alleluja ! chwała i cześć ! ,Jest jedno ciało
""" twój światło być na droga mój nikt nie zgasić on wiedzieć nie zgubić się , bo w ja jasno być świecić ty , w każdy ciemność blask swój ogarniać ja "" ",Jest zakątek na tej Ziemii
""" ty być chleb żywy , kto ty spożywać nie umrzeć , kto w ty uwierzyć , nie być już pragnąć na wiek "" ",Jesteś blisko mnie (Twoja miłość)
""" błogosławić być imię twój , błogosławić być imię twój i wywyższyć nad wszelki chwała i cześć , Tyś jedynie pan być . powstać ! i pan chwalić , chwalić on na wiek . powstać ! Chwal Bóg wciąż , on jedynie być pan . powstać ! i pan chwalić , chwalić on na wiek . powstać ! Chwal Bóg wciąż , on pan wszechświat być . "" ",Jesteś Królem
""" ty być dobry , a łaska twój , pan , trwać wiecznie człowiek z wszystek naród i rasa od pokolenie do pokolenie wielbić ty , alleluja , alleluja wielbić ty za dobroć twój dobry być pan "" ",Jesteś życiem mym
""" ty być Skała zbawienie mój w ty mieć siła i moc Tyś mój nadzieja i mój natchnienie do ty wznosić mój głos Pan wierzyć ty , tak wierzyć ty bo twój miłość wierny być Tyś pomoc mój w potrzeba mój pani przy ty chcieć być . "" ",Jezu mój Jezu
""" gdy drogi pomyć los zły i oko mgły zasnuć , mieć w siebie ten ufność , nie lękać się . a kiedy gniew Świat ty przysłonić i zazdrość jak chwast zakiełkować , mieć w siebie ten ufność , nie lękać się . ty tylko ja poprowadzić , ty powierzać mój droga . ty tylko ja poprowadzić , pan mój . poprowadzić jak on prowadzić przez droga prosty z możliwy i pokazać ja jeden , ten jeden z on . a kiedy już głos twój usłyszeć i karmić się być on co dzień mieć w siebie ten ufność , nie lękać się . ty tylko ja poprowadzić , ty powierzać mój droga . ty tylko ja poprowadzić , pan mój . "" ",Jezu Tyś jest
""" ty wskazać być droga do miłość , ty pan . ty zmienić być świat swój zmartwychwstanie , ty pan , tylko ty jeden wiedzieć , co w mój serce dziać się , tylko ty , pan , tylko ty . ty oddać być życie za my wszystek , ty pan i dlatego być tak ja bliski , ty pan , u twój stopa cały świat , ty wiedzieć co czekać my , tylko ty , pan , tylko ty . w mój serce być w dzień i w noc , ty pan , choć mój oko być niewidoczny , ty pan , tylko ty jeden wiedzieć , co w mój serce dziać się , tylko ty móc pomóc ja . "" ",Jezus Chrystus moim Panem jest
""" ty światłość dzień , wszedłeś w mój ciemność , dać być ja wzrok , abym móc widzieć twój twarz i spojrzenie miłość , w który roztapiać mój strach . być tu , by wielbić , by oddawać chwała , być tu , by wyznać to mój Bóg . dobry i łaskawy , cały tak wspaniały , ponad wszystko cenny dla ja być . ty czas Król , wywyższyć na wiek , jaśnieć w niebo twój tron . Zszedłeś na ziemia , by stać się człowiek , by raj stać się mój dom . być tu , by wielbić , by oddawać chwała , być tu , by wyznać to mój Bóg . dobry i łaskawy , cały tak wspaniały , ponad wszystko cenny dla ja być . i nic nie odpłacić się za miłość twój i za twój krzyż . być tu , by wielbić , by oddawać chwała , być tu , by wyznać to mój Bóg . dobry i łaskawy , cały tak wspaniały , ponad wszystko cenny dla ja być . "" ",Jezus Chrystus to Panów Pan
""" Tyś być Bóg wywyższać ty , Tyś być pan uwielbiać ty , Tyś nasz odwieczny ojciec , twój stworzenie wielbić ty . amen . "" ",Jezus daje nam zbawienie
""" Ubi caritas et amor ubi caritas deus ibi es . tam gdzie miłość być i dobroć , tam gdzie miłość być , tam mieszkać Bóg . "" ",Jezus najwyższe Imię
ukazać ja pan swój twarz dać ja usłyszeć twój głos bo słodki być twój głos i twarz pełny wdzięk ukazać ja pan swój twarz ,Jezus Namaszczony Pan (Twe imię jak miód)
""" uwielbiać pan ludzki serce bić dzwony . paść na kolano przed on lud utrudzić . a on osuszyć twój łza , on ratunek być ty . a u on stopa paść wróg , bo on Bóg niezwyciężony . a niepojęty w swój mądrość , święty , święty Bóg miłość . a śpiewać pan ziemia , chwalić wszystek świat strona . "" ",Już teraz we mnie kwitną Twe ogrody
""" uwielbiać imię twój pan , wywyższać ty i dawać ty hołd , w przedsionek chwała twój stawać , z radość śpiewać ty pieśń . o pan Jezus chcieć wyznać , że ja kochać ty , ty zmieniać ja . chcieć ty dziękować dziś z wszystek siła . dawać ja siebie by być na wiek żyć . "" ",Każdy dzień upewnia mnie
""" cały ziemia wołać z radość na cześć Pan , radować się , weselić się . cały ziemia wołać z radość na cześć Pan , alleluja , alleluja . śpiewać pan pieśń nowy , albowiem uczynić cud . zwycięstwo on zgotować on prawica i święty ramię on . cały ziemia wołać z radość na cześć Pan , radować się , weselić się . cały ziemia wołać z radość na cześć Pan , alleluja , alleluja . pan okazać swój zbawienie , na oko pogan objawić swój sprawiedliwość . wspomnieć na dobroć i na wierność swój dla dom Izrael . cały ziemia wołać z radość na cześć Pan , radować się , weselić się . cały ziemia wołać z radość na cześć Pan , alleluja , alleluja . ujrzeć wszystek kraniec ziemia zbawienie Bóg nasz . wołać z radość na cześć Pan , cały ziemia , cieszyć się , weselić i grać . cały ziemia wołać z radość na cześć Pan , radować się , weselić się . cały ziemia wołać z radość na cześć Pan , alleluja , alleluja . śpiewać pan przy wtór cytra , przy wtór cytra i przy dźwięk harfa . przy trąba i przy głos róg na oko pan , Król , się radować . cały ziemia wołać z radość na cześć Pan , radować się , weselić się . cały ziemia wołać z radość na cześć Pan , alleluja , alleluja . niech szumieć morze i wszystko , co w on żyć , krąg ziemia i on mieszkaniec , rzeka niech klaskać w dłoń , góra niech razem wołać z radość . "" ",Każdy spragniony
""" uwielbiać twój imię , uwielbiać twój serce uwielbiać święty rana zadany w krwawy męka uwielbiać twój droga i z krzyż siedem słowo "" ",Kiedy masz chwile smutne (Matce która pod krzyżem)
""" w cień twój ręka ukryć prosić ja . gdy bać się , gdy wokół mroka , bądź światło , bądź nadzieja dzień . wszystko o co śnić , głos w serce mój . jak ręka , który trzymać ja nad brzeg noc , brzeg dzień . bądź jak skrzydło dwa kiedy braknąć siła . Chwyć ja i nieść . niech niebo blisko być . tak bardzo chcieć w ramię skryć się twój . "" ","Kiedy w jasną, spokojną - O Boże"
w swój ramię ja wziąć moc krzyż dodać siła w księga życie wpisać ja do swój chwała przyjąć chcieć . ,Kiedyś wino i chleb
""" w swój wielki miłosierdzie , Bóg my zrodzić do nadzieja , w swój wielki miłosierdzie , Bóg my zrodzić do nadzieja , do wielki nadzieja . "" ",Kocham więc nie muszę się bać
""" w ty być światło każdy mrok rozjaśniać w ty być życie on śmierć zwyciężać ufać ty , miłosierny Jezus wybawić my "" ",Kto spożywa moje ciało
