txt_pl_lem,title
""" ofiarować , Pan   życie ,   ,   wiek.   serce,  wiedzieć, tyś miłość  jedyna . "" ",Będziemy tańczyć
"""   posłać  dotknąć ogień  warga powiedzieć Pan  chcieć   rozkosz   posłuszny. dać  swój duch,  móc stać  chleb  stać  wino,  gasić  pragnienie.   posłać  dotknąć ogień  warga powiedzieć Pan  chcieć   rozkosz   posłuszny.  chcieć   mówić   potrzeba, Pan  wiedzieć . objaw   pragnienie. "" ",Będę śpiewał Ci
"""   dzień,  dać  Pan weselić   radować   . "" ","Błogosław, duszo moja Pana"
"""  tańczyć,  śpiewać,  klaskać  dłoń swój,   Pan stanąć   twarz  twarz, spotkać   nowy Jeruzalem. ref:  tańczyć,  śpiewać,  klaskać  dłoń swój,   Pan  biały szata stawić   ojciec swój,  adonai. nadejść dzień,    spełnić  CO dawno  objawić bóg,  mocno trwać,   poddawać ,  poddawać . "" ",Błogosławcie Pana wszystkie Jego dzieła
"""  stać  drzwi  kołatać.  stać  drzwi  kołatać.   posłyszeć  głos  drzwi otworzyć wejść       wieczerzać,    . "" ",Błogosławione jest Imię Twe
""" otworzyć  oko,  Pan, otworzyć  oko  serce, chcieć widzieć . wywyższyć widzieć chcieć, ujrzeć   blask  chwała. wylać swój miłość  moc,  śpiewać święty, święty, święty. chcieć widzieć . "" ",Cała ziemio wołaj
""" oświecić droga , choćby   krok   pozwolić   miejsce stać. ciągle czekać  cud  nowy pragnienie   serce wlać. "" ",Chcę wywyższać Imię Twe
"""Pan –   pasterz,    braknąć. pozwalać  leżeć  zielony pastwisko,    braknąć. prowadzić   woda,  móc odpocząć,    braknąć. "" ",Chlebie najcichszy
""" Pan blisko , oczekiwać  Pan blisko ,   serce moc. "" ",Chrystus Pan karmi nas
""" Pan  pasterz ,    braknąć.  zielony niwa paść ,  woda spokojny  prowadzić  dusza  pokrzepiać  wieść  ścieżka sprawiedliwość swój. choćby  iść ciemny dolina zło   ulęknąć, BOŚ   . laska   kij   pocieszać. laj laj… "" ","Chrystus Pan, Boży Syn"
""" czuwać   bóg  bóg. Pan  strzec, Pan  strzec, czuwać   bóg,    cień. chcieć   chodzić  wszystek  droga, prowadzić   moc swój   upaść! Pan  strzec, Pan  strzec, czuwać   bóg,    cień. "" ",Chwal Adonai
""" Pan wywyższyć,  król wywyższyć wśród chwała, uwielbiać . Pan wywyższyć,  Król wywyższyć oddać  cześć! Król  Pan,  łaska  wiek trwać. niebo  Ziemia, radować   imienie. Pan wywyższyć,  król wywyższyć wśród chwała. "" ",Chwalcie Pana niebios
""" Pan dobry  chleb bądź uwielbić  swój kościół,  tyś  koniec  umiłować,  koniec  umiłować. tyś  pustkowie chleb rozmnożyć, Pan,   niebo  droga  ustać, tyś stać  manna wędrowca  Ziemia,  ,  dotąd   wytrwać. Pan dobry  chleb bądź uwielbić  swój kościół,  tyś  koniec  umiłować,  koniec  umiłować. ziarno zebrać, odrzucić chwast,  łan dojrzewać, pachnieć świeży chleb.  Ziemia  stanąć  ołtarz,  chleb komunia  spragniony . Pan dobry  chleb bądź uwielbić  swój kościół,  tyś  koniec  umiłować,  koniec  umiłować.   nazwać swój przyjaciel,  spełnić,   przykazać.    , Pan, uczynić? tyś  życie  oczekiwanie. Pan dobry  chleb bądź uwielbić  swój kościół,  tyś  koniec  umiłować,  koniec  umiłować. tyś   życie swój  krzyż oddać,   znak chleb   pozostać     mieć otwarty serce,    koniec  umiłować. "" ",Chwalcie łąki umajone
""" Pan  przychodzić , serce  skruszony przyjm. skłaniać   święty tron . wznosić ręka  wzwyż, miłość  wyznawać . uwielbiać   duch, uwielbiać  prawda . "" ","Chwalę Ciebie, Panie"
"""  śpiewać  piękny pieśń  anioł   śpiewać  święty, święty, święty  Pan, zastęp PAN.  Ziemia  pełny  chwała "" ",Chwała Bogu Ojcu
""" Pan pozostać, mieć   wieczor, dzień   nachylić. "" ",Ciebie całą duszą pragnę
"""  chwała  cześć, głosić chwała  cześć.  chwała  cześć, potężny bóg . , CO mieszkać  wyspa, , CO morze przemierzać  , mieszkaniec miasto wznieść swój głos  zaśpiewać!  chwała  cześć, głosić chwała  cześć.  chwała  cześć, potężny bóg . śpiewać  pieśń nowy, ogłosić chwała  kraniec Ziemia,   naród wyznać  cześć ,   usłyszeć "" ",Do Ciebie Panie
""" pewien noc łza  oko  otrzeć dłoń swój Jezus  powiedzieć : „ martwić ,   bok .” potem spojrzeć  grzeszny Świat pogrążyć  ciemność  zwracać    pełny troska  rzec: powiedzieć człowiek,  kochać ,     wciąż troszczyć.  zejść    droga, powiedzieć,  szukać .   wzgórze golgota   życie oddać  umrzeć     móc żyć.  zapomnieć  chwila,   spotkać  Jezus.    ślepy  przywrócić  wzrok. powiedzieć człowiek,  kochać ,     wciąż troszczyć.  zejść    droga, powiedzieć,  szukać . "" ",Do mnie wróć
podnieść  Jezus  prowadzić  ojciec podnieść  Jezus  prowadzić  ojciec zanurzyć   woda  miłosierdzie amen amen ,Dobry jest Pan
""" pokój , pokój , pokój ,  bać  wziąć duch święty, wziąć duch święty,  poprowadzić . "" ",Dotknij Panie moich oczu
""" pomodlić  Miriam,   syn żyć  . pomodlić ,  Jezus   żyć.   , zstępować duch święty.   , niebo stawać . Miriam, tyś  brama  niebo,  niebo   syn wziąć , wziąć   swój łono,  bóstwo Jezus zajaśnieć  . pomodlić  Miriam,   syn żyć  . pomodlić ,  Jezus   żyć.   , zstępować duch święty.   , niebo stawać .  umrzeć, Jezus żyć  .  umrzeć, odpocząć. przyspieszyć, przyspieszyć  śmierć. pragnąć umrzeć,  żyć. "" ",Duchu miłości
""" powietrze   obecność , święto  serce . powszedni chleb   żywy słowo dać      móc  żyć    serce chcieć bić. "" ",Duchu święty (o przyjdź i rozpal nas)
""" prawda jedyny, słowo Jezus  Nazaret,  swój syn posłać człowiek bóg  Świat,  niewinnie cierpieć zemrzeć   grzech   pohańbić przyjąć wina wszystek . dzięki , bóg ,   krzyż,  Jezus cierpieć  , Jezus cierpieć  . uwierzyć  Jezus,     umrzeć   miłość   przyjść  niebo   Świat. błogosławiony,   wierzyć,   widzieć, zaufać  bóg,   wiek  żyć. dzięki , bóg ,   krzyż,  Jezus cierpieć  , Jezus cierpieć  . "" ",Duchu święty ogarnij mnie
"""  oblicze Pan uniżyć . Pan  wywyższyć .   Ziemia  czas, Pan  wywyższyć . wszystek swój troska oddać . Pan  wywyższyć .   Ziemia  czas, Pan  wywyższyć .  pokora stań  Pan swój. Pan  wywyższyć .   Ziemia  czas, Pan  wywyższyć . "" ",Duchu święty powiej wiatrem
"""  tron  stać wpatrzyć   miłość blask   Pan podobny stawać  widzieć  twarz chwała TWA wypełniać  obecność  blask  wielbić , wiedzieć   chwała, cześć, mądrość, moc, błogosławieństwo,  wiek!  wiek! chwała TWA wypełniać  obecność  blask  wielbić , wiedzieć   "" ",Duchu święty przyjdź (Niech wiara zagości)
""" błogosławić dusza  Pan, , CO  ,  święty imię. błogosławić dusza  Pan,  dobroć   zapominać.  odpuszczać wszystek  grzech, leczyć wszystek  choroba. okazować swój miłosierdzie,  ratować   zguba.  napełniać  życie dobro,  odnowić   młodość,   orzeł.  odpłacać  Grzech,  chcieć wiecznie gniewać .  pamiętać żeśmy proch,   wiedzieć! błogosławić dusza  Pan, , CO  ,  święty imię. błogosławić dusza  Pan,  dobroć   zapominać.   ojciec  swój dziecko, Pan litować   pokorny.  oddalać    wina   wschód  zachód.  wysoko niebo   Ziemia,   wielki dobroć  człowiek,    bać. dzień człowiek   trawa, kwitnąć   polny kwiat.  mocno wiatr zawiać, znikać   ślad! błogosławić dusza  Pan, , CO  ,  święty imię. błogosławić dusza  Pan,  dobroć   zapominać. błogosławić Pan – wszystek Anioł błogosławić Pan – wszystek  człowiek błogosławić Pan – wszystek  dzieło błogosławić ! błogosławić dusza  Pan, , CO  ,  święty imię. błogosławić dusza  Pan,  dobroć   zapominać. "" ","Duchu święty, cudownym wiatrem jesteś"
""" przychodzić Pan  drzwi zamknięty Jezus zmartwychwstać,  ślad męka    , posłać   duch. Pan   bóg – uzdrowić  życie. "" ","Duszo ma, Pana chwal"
"""przyjaciel mieć, CO pocieszać ,    ramię oprzeć .   Nadzieja mieć, ulecieć strach.  blisko ,  troszczyć . Król Król,   bóg Jezus "" ",Dzielmy się wiarą jak chlebem
""" przyjaciel, chcieć zostać  ,   chcieć      mówić , wystarczyć     mieć duży miłość  ,   życie oddawać   móc żyć chcieć   ,        źle przyjaciel, otwierać   serce swój.   mieć duży miłość  ,   życie oddawać   móc żyć "" ","Dzięki, o Panie! Składamy dzięki"
""" przyjść  deszcz, ożywić  suchy Ziemia  serce. przyjść  deszcz  spragniony Świat. dotknąć    wiatr, rozpędzić smutek, otrzeć łza, zabrać ,    radość zmieniać strach.   nowy stawać . Pan, przyjść  napełnić  przyjść  deszcz  spragniony serce  pragnąć , Pan.  TWA moc  objawić , pokazać swój chwała! przyjść  deszcz, Pan , obmyć gorycz, żal  ból. pozwolić   Nadzieja kwitnąć  . , CO zły zniknąć , nowy dzień nastawać .   słońce blask  pochmurny czas.   nowy stawać . Pan, przyjść  napełnić  przyjść  deszcz  spragniony serce  pragnąć , Pan.  TWA moc  objawić , pokazać swój chwała! "" ",Gdy kiedyś Pan
""" przywołać  Pan, przywołać  Pan  pustynia.    głód    tęsknota przywołać . mówić   serce, mówić   serce,  znać  ukryć dolina.   usychać piękny Winnica,  wiedzieć  otworzyć ukryć źródło.    umilknąć pragnienie  myśleć,  móc mówić .  słowo miłość  przebaczenie przeniknąć dusza . mówić   serce, mówić   serce,  znać  ukryć dolina.   usychać piękny Winnica,  wiedzieć  otworzyć ukryć źródło. "" ",Gdy klęczę przed Tobą
""" radować  dusza mieć, wielbić Pan swój.   śpiewać   siła, sławić     dzieło,   śpiewać   siła, błogosławić   imię.  miłosierny Pan zastęp. moc  ramię  swój lud. Pan  zbawca. "" ",Gdy schodzimy się
""" rozpiąć  ramię  sokół  niebo Chrystus, syn bóg spojrzeć prosić  Ziemia.  ruchliwy ulica, zabiegać człowiek.  dzień   kończyć,  ranek  budzić uśmiechnąć  przyjaźnie  wysoki krzyż  ciężko pracować,  głód poniże. rozpiąć  ramię  sokół  niebo Chrystus, syn bóg spojrzeć prosić  Ziemia. pocieszyć zrozpaczony, chleb dać głodować modlić  słuchać  wybaczyć umierający spojrzeć cierpienie sokół  wszechświat,  Ziemia  cichy ciemny kościół, dziecko wzywać  rozpiąć  ramię  sokół  niebo Chrystus, syn bóg spojrzeć prosić  Ziemia.     sądzić, boski miłosierdzie prosić,  dziecko,  sądzić  miara siebie. "" ",GLORIA!!! (Na niedzielę i święta)
""" schować   skrzydło swój ukryć   silny dłoń swój.  fala morze chcieć porwać    wznieść , podnieść  Pan Król tyś spienić woda  ufać  –   bóg. odpocząć   ramię  dusza mieć    trwać.  fala morze chcieć porwać    wznieść , podnieść  Pan Król tyś spienić woda  ufać  –   bóg. "" ",Godzien o godzien jest Bóg
""" serce wielki  dać, zdolny objąć Świat. Pan, serce  dać, mężny  walka  zło. zwlec  siebie uczynek stary człowiek, zniszczyć , CO budzić boży gniew, wdziać biel nowy szata  Chrystus , nowy człowiek powstać    . serce wielki  dać, zdolny objąć Świat. Pan, serce  dać, mężny  walka  zło. nowy człowiek  historia wpisać miłość, wskazać droga odnowa ludzki serce. nowy człowiek przeżyć własny życie, tworzyć wspólny wysiłek nowy Świat. serce wielki  dać, zdolny objąć Świat. Pan, serce  dać, mężny  walka  zło. nowy człowiek przynieść Ziemia pokój,  znak wiara jednoczyć  Świat. nowy człowiek przynieść Ziemia wolność, prawda człowiek wyzwolić niszczyć zło. "" ",Gwiazdo zaranna
spocząć   duch Pan duch mądrość  rozum duch poznać  bojaźń boży duch miłość  moc. ,Idź w pokoju
""" błogosławić Pan wszystek  dzieło,    kwitnąć   cierpienie, błogosławić Pan. błogosławić Pan wszystek łza  żal,   słabość  upokorzenie, błogosławić Pan. błogosławić Pan wszystek  rana,   duch święty stawać  balsam, błogosławić Pan.   błogosławić wszystek  niemoc, ból skrzętnie skrywać  bezsenny noc, błogosławić Pan. błogosławić Pan,   ufać ,   wciąż uzdrawiać Łaski swój deszcz błogosławić Pan. "" ","Ja wierzę, że to Jezus"
""" stać   drzwi, kołatać długo, słowo życie wieczny mieć.   usłyszeć głos  drzwi otworzyć,  trwać  ,    . Pan wielki  miłość TWA,  cierpliwy, wierny  łaskawy chcieć  wnieść   serce. Pan wejść, zamieszkać   Pan  dar życie mieć. Pan przyjść, umocnić ,  wytrwać  miłość . "" ",Jak Dawid
""" stać , swój serce, ręka  wyciągać  podziw  ,   dać. stać , swój dusza Pan   składać,  chcieć   . "" ",Jak dobrze jest dziękować Ci
swój duch Pan wylać    ,Jak ożywczy deszcz
"""  krew  grzech odmywać ,  krew czynić  biały  śnieg,  krew  grzech odmywać ,   baranek święty krew. "" ",Jak wielki jest Bóg
"""    czas,  dzień, serce bić   chwila. niespokojnie czekać, wiercić ,   koniec  przytulić .    czas,  dzień, serce bić   chwila.  wiedzieć,   poznać,  wiedzieć,   pewno  rozpoznać . zabrać   drugi brzeg,     niebo biec   wcale ciężko,  wiedzieć,   koniec droga spotkać . chociaż  tyle trudny dzień, codziennie blisko niebo, warto żyć!    czas,  dzień, serce bić   chwila.  wiedzieć,   poznać,  wiedzieć,   pewno  rozpoznać . zabrać   drugi brzeg,     niebo biec mijać godzina, mijać czas, szukać   niebo pośród gwiazda.  wiedzieć   poznać,  wiedzieć,   pewno  rozpoznać ! zabrać   drugi brzeg,     niebo biec "" ",Jeden chleb
"""  skruszyć,   złam,   wypalić, Pan  zostać  ,  zostać  . jedynie  "" ",Jeden jest tylko Pan
""" tchnąć moc, tchnąć miłość,  przenikać życie .   serce swój oddawać  cześć,   myśl swój oddawać  cześć    siła swój oddawać  cześć, , Pan . tchnąć moc, tchnąć miłość,  przenikać życie .   serce swój uwielbić  chcieć,   myśl swój uwielbić  chcieć    siła swój uwielbić  chcieć, , Pan . "" ","Jedyny Pan, prawdziwy Bóg"
 chór anioł  chór anioł śpiewać nowy pieśń: chwała baranek! alleluja! alleluja! alleluja! chwała  cześć! ,Jest jedno ciało
"""  światło   droga  nikt  zgasić  wiedzieć  zgubić ,    jasno  świecić ,   ciemność blask swój ogarniać  "" ",Jest zakątek na tej Ziemii
"""  chleb żywy,   spożywać  umrzeć,    uwierzyć,    pragnąć  wiek "" ",Jesteś blisko mnie (Twoja miłość)
""" błogosławiony  imię , błogosławić  imię   wywyższyć  wszelki chwała  cześć, tyś jedynie Pan . powstać!  Pan chwalić, chwalić   wiek. powstać! chwalić bóg wciąż,  jedynie  Pan. powstać!  Pan chwalić, chwalić   wiek. powstać! chwalić bóg wciąż,  Pan wszechświat . "" ",Jesteś Królem
"""   dobry,  łaska TWA, Pan, trwać wiecznie człowiek  wszystek naród  RAS  pokolenie  pokolenie wielbić , alleluja, alleluja wielbić   dobroć  dobry  Pan "" ",Jesteś życiem mym
"""   skała zbawienie    mieć siła  moc tyś  Nadzieja   natchnienie   wznosić  głos Pan wierzyć ,  wierzyć   TWA miłość wierny  tyś pomoc   potrzeba  Pan   chcieć . "" ",Jezu mój Jezu
"""  droga pomylić los zły  oko mgła zasnuć, mieć  siebie  ufność,  lękać .   gniew Świat  przysłonić  zazdrość  chwast zakiełkować, mieć  siebie  ufność,  lękać .    poprowadzić,  powierzać  droga.    poprowadzić, Pan . poprowadzić   prowadzić  droga prosty  możliwy  pokazać  ,    .    głos  usłyszeć  karmić     dzień mieć  siebie  ufność,  lękać .    poprowadzić,  powierzać  droga.    poprowadzić, Pan . "" ",Jezu Tyś jest
"""  wskazać droga  miłość,  Pan.  zmienić Świat swój Zmartwychwstanie,  Pan,    wiedzieć, CO   serce dziać ,  , Pan,  .  oddać życie   wszystek,  Pan      bliski,  Pan,   stopa  Świat,  wiedzieć CO czekać ,  , Pan,  .   serce   dzień   noc,  Pan,   oko  niewidoczny,  Pan,    wiedzieć, CO   serce dziać ,   móc pomóc . "" ",Jezus Chrystus moim Panem jest
"""  światłość dzień, wejść   ciemność, dać  wzrok,  móc widzieć  twarz  spojrzenie miłość,   roztapiać  strach.  ,  wielbić,  oddawać chwała,  ,  wyznać   bóg. dobry  łaskawy,   wspaniały,   cenny   .  czas Król, wywyższyć  wiek, jaśnieć  niebo  tron. zejść  Ziemia,  stać  człowiek,  raj stać   dom.  ,  wielbić,  oddawać chwała,  ,  wyznać   bóg. dobry  łaskawy,   wspaniały,   cenny   .    odpłacić   miłość     krzyż.  ,  wielbić,  oddawać chwała,  ,  wyznać   bóg. dobry  łaskawy,   wspaniały,   cenny   . "" ",Jezus Chrystus to Panów Pan
"""tyś  bóg wywyższać , tyś  Pan uwielbiać , tyś  odwieczny ojciec,  stworzenie wielbić . amen. "" ",Jezus daje nam zbawienie
""" ubi Caritas ETA Amor ubi Caritas deus ibi es.   miłość   dobroć,   miłość ,  mieszkać bóg. "" ",Jezus najwyższe Imię
ukazać  Pan swój twarz dać  usłyszeć  głos  słodki   głos  twarz pełny wdzięk ukazać  Pan swój twarz ,Jezus Namaszczony Pan (Twe imię jak miód)
""" uwielbiać Pan ludzki serce bić dzwon. paść  kolano   lud utrudzić.   osuszyć  łza,  ratunek  .    stopa paść wróg,   bóg niezwyciężony.  niepojęty  swój mądrość, święty, święty bóg miłość .  śpiewać  Ziemia, chwalić wszystek świat strona. "" ",Już teraz we mnie kwitną Twe ogrody
""" uwielbiać imię  Pan, wywyższać   dawać  hołd,  przedsionek chwała  staja,  radość śpiewać  pieśń.  Pan Jezus chcieć wyznać,   kochać ,  zmieniać . chcieć  dziękować   wszystek siła. dawać  siebie   wiek żyć. "" ",Każdy dzień upewnia mnie
"""  Ziemia wołać  radość  cześć Pan, radować , weselić .  Ziemia wołać  radość  cześć Pan, alleluja, alleluja. śpiewać  pieśń nowy,  uczynić cud. zwycięstwo  zgotować  prawica  święty ramię .  Ziemia wołać  radość  cześć Pan, radować , weselić .  Ziemia wołać  radość  cześć Pan, alleluja, alleluja. Pan okazać swój zbawienie,  oko poganin objawić swój sprawiedliwość. wspomnieć  dobroć   wierność swój  dom Izrael.  Ziemia wołać  radość  cześć Pan, radować , weselić .  Ziemia wołać  radość  cześć Pan, alleluja, alleluja. ujrzeć wszystek kraniec Ziemia zbawić bóg . wołać  radość  cześć Pan,  Ziemia, ciesać , weselić  grać.  Ziemia wołać  radość  cześć Pan, radować , weselić .  Ziemia wołać  radość  cześć Pan, alleluja, alleluja. śpiewać   wtór cytra,  wtór cytra   dźwięk harfa.  trąba   głos róg  oko Pan, Król,  radować.  Ziemia wołać  radość  cześć Pan, radować , weselić .  Ziemia wołać  radość  cześć Pan, alleluja, alleluja.  szumieć morze  , CO   żyć, krąg Ziemia   mieszkaniec, rzeka  klaskać  dłoń, góra  razem wołać  radość. "" ",Każdy spragniony
""" uwielbiać  imię, uwielbiać  serce uwielbiać święty rana zadany  krwawy męka uwielbiać  droga   krzyż siedem słowo "" ",Kiedy masz chwile smutne (Matce która pod krzyżem)
"""  cień  ręka ukryć prosić .  bać ,  wokół mrok, bądź światło, bądź Nadzieja dzień.    śnić, głos  serce .  ręka,  trzymać   brzeg noc, brzeg dzień.   skrzydło   braknąć siła. chwycić   nieść.  niebo blisko .   chcieć  ramię skryć  . "" ","Kiedy w jasną, spokojną - O Boże"
 swój ramię  wziąć moc krzyż dodać siła  księga życie wpisać   swój chwała przyjąć chcieć. ,Kiedyś wino i chleb
"""  swój wielki miłosierdzie, bóg  zrodzić  Nadzieja,  swój wielki miłosierdzie, bóg  zrodzić  Nadzieja,  wielki Nadzieja. "" ",Kocham więc nie muszę się bać
"""    światło  mrok rozjaśniać    życie  śmierć zwyciężać ufać  ,miłosierny Jezus wybawić  "" ",Kto spożywa moje ciało
""" wejść   brama  dziękczynienie,   tron oddać cześć. wejść   brama  uwielbienie, radosny  śpiewać pieśń. rozradować   ,  stworzyciel, rozradować   , światłość , rozradować   ,  zbawiciel, rozradować     wywyższać  chcieć. alleluja, alleluja, alleluja, alleluja! "" ",Kto spragniony jest
"""wielbić dusza  Pan  radować  duch   bóg, zbawiciel .  wejrzeć  uniżenie swój służebnica,   odtąd błogosławić   wszystek pokolenie.  wielki rzecz uczynić  wszechmocny,   imię  święty.  miłosierdzie  pokolenie  pokolenie  ,    bać. okazać moc swój ramię, rozproszyć pysznić  zamysł serce swój. strącić władca  tron,  wywyższyć pokorny. głodny nasycić dobra,  bogaty   odprawić. ująć   swój sługa, Izrael, pomny  swój miłosierdzie.  obiecać  ojciec, Abraham   potomstwo  wiek. chwała ojciec  syn  duch święty    początek,      wiek wiek amen. "" ",Laudato si
""" wielbić Pan chcieć, radosny śpiewać pieśń wielbić Pan chcieć,  źródło życie  "" ",Maryjo śliczna Pani
"""   serce  czekać  Ewangelia,   serce,  czekać wciąż. napełnić serce   kosztowny nasienie.  zobaczyć,  bóg poprowadzić   człowiek.   serce  czekać  Ewangelia,   serce,  czekać wciąż.  zobaczyć,  bóg poprowadzić   człowiek,   móc zaprowadzić  Chrystus. "" ",Matko która nas znasz
""" wierzyć   Pan   obmyć  WiN, wierzyć,  człowiek stać  boży syn. miłość  kazać krzyż  plecy brać,  tabernakulum zostać,    trwać.  przewodnik   wieczność brama,  przygarniać   siebie. tyś   życie, BOŚ  żywy bóg, tyś   droga, piękny  droga. tyś   prawda, CO oświecać , BOŚ odwieczny syn ojciec,   wiedzieć.    zatrwożyć  wśród ciężki burza,   Pan   . tyś   siła,    moc, tyś   pokój  burzliwy noc, tyś   ratunek,  zagrażać toń,  słaby ludzki ręka ująć  swój dłoń.   przejść poprzez Świat  ciąg życie rok   zły   spotkać.  boży ojciec wiara swój dama.   syn boży ufność swój mama. duch święty bóg  serce  zstąpić  miłość boży ziarno rzucić   serce  głąb.  dusza  rozpalić żar, siedmioraki dar, dać  stać  boży rola. "" ","Memu Bogu, Królowi"
""" chcieć wywyższać imię , chcieć zaśpiewać  chwała. Pan,  radować ,  przyjść,   zbawić.  niebo zstąpić  chcieć prowadzić .  krzyż zemrzeć,   zapłacić dług.  grób wstać   niebo Król  , chcieć wywyższać imię . "" ",Miłość Twa
""" wszelki chwała, wszelki cześć, wszelki moc  . święty ojciec, uwielbiać , droga Jezus,  zbawca, duch święty, czekać, przyjść, zesłać ogień. "" ","Mój Jezu, mój Zbawco"
"""  człowiek klaskać  dłoń,  Ziemia śpiewać, śpiewać. wielki radość  Syjon, Król zstępować  niebo,  niebo. nadejść dzień, nadejść dzień, zobaczyć    . nadejść dzień, nadejść dzień, uwielbić   Świat. "" ",Mój Pan mocą moją jest
""" wszystek naród, klaskać  dłoń, wykrzykiwać bóg radosny głos,  Pan wysoki  Król   Ziemia śpiewać, wszystek naród. śpiewać radosny głos. śpiewać Król. "" ",Mój zbawiciel
"""  móc  ,   umacniać Jezus,   umacniać "" ",Mów do mnie Panie
