txt_pl_lem,date
"""„Pan mówić:  nadejść dzień,  wzbudzić Dawid odrośl sprawiedliwy.  panować  Król, postępować roztropnie,   wykonywać prawo  sprawiedliwość  Ziemia.   dzień Juda dostąpić zbawienie,  Izrael  mieszkać bezpiecznie.    imię,    nazywać: """"Pan  sprawiedliwość"""".   nadejść dzień, mówić Pan,     mówić: """" życie Pan,  wyprowadzić syn Izrael  Ziemia egipski!""""  raczy: """" życie Pan,  wyprowadzić  przywrócić pokolenie dom Izrael  Ziemia północny   wszystek Ziemia,    rozproszyć"""",    móc mieszkać  swój Ziemia”. pokój zakwitnąć,  Pan przybyć bożeboże, przekazać  sąd Król,   sprawiedliwość syn królewski.   lud rządzić sprawiedliwie  ubogi  prawo.bożewyzwoli  biedak,   wzywać,  ubogi, CO  mieć opieka. zmiłować   biedny  ubogi, nędzarz ocalić  śmierć.bożebłogosławiony   Pan, bóg Izrael,   czynić cud.  wiek   błogosławiony  imię,   chwała  wypełnić Ziemia.  narodzenie Jezus Chrystus  .  zaślubiny matka , Maryja,  Józef, wpierw  zamieszkać razem, znaleźć  brzemienny  sprawa duch święty. mąż , Józef,   człowiek prawy   chcieć narazić   zniesławienie, zamierzać oddalić  potajemnie.  powziąć  myśl,  anioł pański ukazać    sen  rzec: „Józef, syn Dawid,  bać  wziąć  siebie Maryja,  małżonka;   duch święty  , CO    począć. porodzić syn,  nadać imię Jezus,   zbawić swój lud   grzech”.  stać   ,   wypełnić słowo pański powiedzieć  prorok: „ dziewica począć  porodzić syn,  nadać imię Emmanuel,  znaczyć """"bóg  """". zbudzić   sen, Józef uczynić ,   polecić Anioł pański: wziąć swój małżonka  siebie."" ",2018-12-18
""" sorea,  pokolenie Dan, żyć pewien mąż imienie manoach. żona   niepłodny   rodzić. anioł pański ukazać  ow kobieta mówić : „otoś  niepłodny   rodzić,  począć  porodzić syn.  odtąd strzec :  pić wino  sycery   jeść  nieczysty.  począć  porodzić syn,  brzytwa  dotknąć  głowa,  chłopiec   boży nazirejczykiem  chwila urodzenie.   zacząć wybawiać izraelita  ręka filistyński”. pójść  kobieta  swój mąż   rzec  : „przyjść   mąż boży,  oblicze   oblicze anioł boży, pełny dostojeństwo.  pytać ,  przybyć,    oznajmić  swój imienie. rzec  : """" począć  porodzić syn,  odtąd  pić wino  sycery,   jeść  nieczysty,  chłopiec   boży nazirejczykiem  chwila urodzenie   swój śmierć"""". porodzić  ow kobieta syn  nazwać  imienie Samson. chłopiec rosnąć,  Pan  błogosławić. duch  Pan począć   oddziaływać.  opiewać chwała , bóg    skała schronienie  zamek warowny,   ocalić.     opoka  twierdzić, bóg , wyrwać   ręka niegodziwiec. ,  boży,   Nadzieja, Pan,  ufać  rok młodość.    podpora  dzień narodziny,  łono matka  opiekun.opowiedzieć  potęga Pan,  przypominać   sprawiedliwość. bóg,   uczyć   młodość    chwila głosić  cud.  czas Herod, Król Judea, żyć pewien kapłan, imienie Zachariasz,  oddział abiasza. mieć  żona  rod Aaron,   imię   Elżbieta. oba  sprawiedliwy wobec bóg  postępować nienagannie  wszystek przykazanie  przepis pański.  mieć  dziecko,  Elżbieta  niepłodny; oba    posunąć  rok.  Zachariasz  wyznaczyć  swój oddział kolej pełnić służba kapłański  bóg,  zgodnie  zwyczaj kapłański przypaść los,  wejść  przybytek pański  złożyć ofiara kadzenie.   lud modlić   zewnątrz  czas kadzenie. naraz ukazać   anioł pański, stać  prawy strona ołtarz kadzenie. przerazić    widok Zachariasz  strach paść  .  anioł rzec  : „ bać , Zachariasz;  prośba zostać wysłuchać: żona  Elżbieta urodzić  syn,  nadać imię Jan.     radość  wesele;     narodzenie cieszyć  .   wielki  oko Pan; wina  sycery pić      łono matka napełnić  duch święty.  spośród dziecko Izrael nawrócić  Pan, bóg ;   pójść    duch  moc Eliasz,  serce ojciec nakłonić  dziecko,  nieposłuszny  usposobić sprawiedliwy,  przygotować  lud doskonały”.   rzec Zachariasz  anioł: „   poznać?     stary   żona   podeszły wiek”. odpowiedzieć  anioł: „  Gabriel,  stać  bóg.  zostać posłać,  mówić    oznajmić   wieść radosny.    niemy    móc mówić   dzień,     stanąć,   uwierzyć  słowo,   spełnić  swój czas”. lud tymczasem czekać  Zachariasz.  dziwić ,   długo zatrzymywać   przybytek.  wyjść,  móc   mówić  zrozumieć,  mieć widzieć  przybytek.   dawać  znak  pozostać niemy.   upłynąć dzień  posługa kapłański, powrócić  swój dom. potem żona , Elżbieta, począć  pozostawać  ukryć  pięć miesiąc  mówić: „ uczynić  Pan wówczas,  wejrzeć łaskawie  zdjąć   hańba  oko człowiek”."" ",2018-12-19
"""Pan przemówić  achaza  słowo: „prosić  siebie  znak  Pan, bóg ,   głęboko  Szeol,   wysoko  góra”.  achaz odpowiedzieć: „  prosić    wystawiać Pan  próba”.  rzec Izajasz: „słuchać , dom dawidowy: czyż   naprzykrzać  człowiek,  naprzykrzać    bóg?  Pan  dać  znak:  Panna począć  porodzić syn,  nazwać  imienie Emanuel”. przybyć,  Pan, tyś  Król chwała  Pan należeć Ziemia  , CO  napełniać, Świat   mieszkaniec.     morze osadzić  utwierdzić  rzeka. wstąpić  góra Pan,  stanąć   święty miejsce? człowiek ręka nieskalany  czysty serce,   skłonić swój dusza  marność. otrzymać błogosławieństwo  Pan  zapłata  bóg, swój zbawca.  pokolenie ,   szukać,  szukać oblicze bóg Jakub. bóg posłać Anioł Gabriel  miasto  Galilea, zwać Nazaret,  dziewica poślubić mąż, imienie Józef,  rod Dawid;  dziewica   imię Maryja. anioł wejść    rzec: „ pozdrowić, pełny łaska, Pan  ”.  zmieszać    słowo  rozważać, CO mieć znaczyć  pozdrowienie.ecz anioł rzec  : „ bać , Maryja, znaleźć  łaska  bóg.  począć  porodzić syn,  nadać imię Jezus.   wielki   nazwać syn wysoki,  Pan bóg dać  tron  ojciec, Dawida.  panować  dom Jakub  wiek,   panowanie   koniec”.   Maryja rzec  anioł: „jakże   stanąć, skoro  znać mąż?” anioł  odpowiedzieć: „duch święty zstąpić    moc najwyższy osłonić .   święty,   narodzić,  nazwać syn boży.    krewny , Elżbieta, począć  swój starość syn     szósty miesiąc ,  uchodzić  niepłodny.  bóg   mieć  niemożliwy”.   rzec Maryja: „  służebnica pański,    stanąć   słowo”.  odejść   anioł."" ",2018-12-20
"""miły:  wiedzieć,  bóg  sprawiedliwy,  uznać ,  ,  postępować sprawiedliwie, pochodzić  . popatrzeć,  miłość obdarzyć  ojciec: zostać nazwać dziecko boży:  rzeczywiście  . Świat     znać,   poznać . umiłowany, obecnie  dziecko boży,     ujawnić,  . wiedzieć,    objawić,    podobny,  ujrzeć  ,  .  ,  pokładać   Nadzieja, uświęcać , podobnie    święty. ,  grzeszyć, dopuszczać  bezprawie,  grzech  bezprawie. wiedzieć,    objawić  ,  zgładzić grzech,     mieć grzech. ,  trwać  ,  grzeszyć,    ,  grzeszyć,  widzieć     poznać. Ziemia ujrzeć swój zbawiciel śpiewać  pieśń nowy,  uczynić cud. zwycięstwo  zgotować  prawica  święty ramię .ujrzeć wszystek kraniec Ziemia zbawić bóg . wołać  radość  cześć Pan,  Ziemia, ciesać , weselić  grać.śpiewać   wtór cytra,  wtór cytra   dźwięk harfa.  trąba   dźwięk róg,  oko Pan  Król  radować. nazajutrz Jan zobaczyć Jezus, nadchodzić  ,  rzec: „ baranek boży,  gładzić grzech świat.   ,   powiedzieć: """"  przyjść mąż,   przewyższyć godność,   wczesno  """".     znać,  przyjść chrzcić woda   cel,    objawić Izrael"""". Jan dać  świadectwo: """"ujrzeć duch,   gołębica zstępować  niebo  spocząć  .     znać,  ,   posłać,  chrzcić woda, powiedzieć  : """",   ujrzeć duch zstępować  spoczywać  ,  ,  chrzcić duch święty"""".   ujrzeć  dawać świadectwo,    syn boży”."" ",2019-01-03
"""powstanie, Świecie, Jeruzalem,  przyjść  światło  chwała Pan rozbłyskać  .   ciemność okrywać Ziemia  gęsty mrok spowijać lud,    jaśnieć Pan   chwała jawić   .  pójść naród   światło, Król  blask  wschód. podnieść oko wokoło  popatrzeć:   zebrać zdążać  .  syn przychodzić  daleki,  ręka nieść  córka.  zobaczyć  promienieć , zadrżeć  rozszerzyć   serce,    napłynąć bogactwo zamorski, zasób naród przyjść  . zalać  mnogość wielbłąd, dromader  madianu   efy. wszystek  przybyć  Saba, ofiarować złoto  kadzidło, nucić radośnie hymn  cześć Pan. uwielbić Pan wszystek lud Ziemia boży, przekazać  sąd Król,   sprawiedliwość syn królewski.   lud rządzić sprawiedliwie  ubogi  prawo. dzień  zakwitnąć sprawiedliwość,  wielki pokój,  Księżyc  zgasnąć.  panować  morze  morze,  rzeka   kraniec Ziemia.Król tarszisz  wyspa przynieść dar, Król szeby  Saba złozić danina.  oddać  pokłon wszystek Król, wszystek naród   służyć.wyzwolić  biedak,   wzywać,  ubogi, CO  mieć opieka. zmiłować   biedny  ubogi, nędzarz ocalić  śmierć.  Jezus narodzić   Betlejem  Judea  panować Król Herod,  mędrzec  wschód przybyć  Jerozolima  pytać: „  nowo narodzić Król żydowski? ujrzeć   gwiazda  wschód  przybyć oddać  pokłon”. skoro usłyszeć  Król Herod, przerazić ,     Jerozolima. zebrać  wszystek arcykapłan  uczony lud  wypytywać ,  mieć  narodzić mesjasz.   odpowiedzieć: „ Betlejem judzki,   napisać prorok:  , Betlejem, Ziemia Juda,   zgoła lichy spośród główny miasto Juda,    wyjść władca,   pasterz lud , Izrael”.  Herod przywołać potajemnie mędrzec  wypytać  dokładnie  czas ukazać  gwiazda.  kierować   Betlejem, rzec: „udać    wypytywać starannie  dziecię,    znajść, donieść ,    móc pójść  oddać  pokłon”.   wysłuchać Król, ruszyć  droga.   gwiazda,  widzieć  wschód, iść  ,  przyjść  zatrzymać   miejsce,   dziecię.  ujrzeć gwiazda,   uradować. wejść  dom  zobaczyć dziecię  matka , Maryja; upaść  twarz  oddać  pokłon.  otworzyć swój skarb, ofiarować  dar: złoto, kadzidło  mirra.  otrzymać  sen nakaz,   wracać  Herod,  droga udać   ojczyzna."" ",2019-01-06
"""umiłowany, miłować  wzajemnie,  miłość   bóg,  ,  miłować, narodzić   bóg  znać bóg.   miłować,  znać bóg,  bóg  miłość.   objawić  miłość bóg  ,  zesłać syn swój jednorodzony  Świat,  życie mieć dzięki .   przejawiać  miłość,    umiłować bóg,      umiłować  posłać syn swój  ofiara przebłagalny   grzech. uwielbić Pan wszystek lud Ziemia boży, przekazać  sąd Król,   sprawiedliwość syn królewski.   lud rządzić sprawiedliwie  ubogi  prawo. góra przynieść ludowy pokój,  wzgórze sprawiedliwość. otoczyć opieka uciśniony  lud,  ratować dziecko biedak. dzień  zakwitnąć sprawiedliwość  wielki pokój,  Księżyc  zgasnąć.  panować  morze  morze,  rzeka   kraniec Ziemia.  Jezus ujrzeć wielki tłum, ogarnąć  litość  ;    owca  maić pasterz.  zacząć  nauczać.   pora   późny, przystąpić   uczeń  rzec: „miejsce  pusty,  pora  późny. odprawa .  iść  okoliczny osiedle  wieś,  kupić siebie   jeść”.    odpowiedzieć: „ dać  jeść”. rzec : „mieć pójść   dwieście denar kupić chleb,   dać jeść?”   spytać: „ mieć chleb? iść, zobaczyć !”   upewnić, rzec: „pięć   Ryba”.  polecić   usiąść gromada  zielony trawa.  rozłożyć  gromada  gromada,  sto   pięćdziesiąt.  wziąć pięć chleb   Ryba, spojrzeć  niebo, odmówić błogosławieństwo, połamać chleb  dawać uczeń,  kładnąć  .   Ryba rozdzielić  wszystek. jeść   sytość  zebrać  dwanaście pełny kosz ułomek  ostatek  Ryba.  ,  jeść chleb,  pięć tysiąc mężczyzna."" ",2019-01-08
"""umiłowany,  bóg   umiłować,    winien  wzajemnie miłować. nikt  bóg  oglądać.  miłować  wzajemnie, bóg trwać    miłość      doskonały. poznawać,   trwać  ,    ,  udzielić   swój duch.   widzieć  świadczyć,  ojciec zesłać syn  zbawiciel świat.   wyznawać,  Jezus  syn boży,  bóg trwać  ,    bóg. myśmy poznać  uwierzyć miłość,  bóg mieć  . bóg  miłość:  trwać  miłość, trwać  bóg,  bóg trwać  .   miłość osiągać   kres doskonałość,  ,     niebo,      Świat.  miłość  mieć lęk,  doskonały miłość usuwać lęk,  lęk kojarzyć   kara.  ,   lękać,  wydoskonalić   miłość. uwielbić Pan wszystek lud Ziemia boży, przekazać  sąd Król,   sprawiedliwość syn królewski.   lud rządzić sprawiedliwie  ubogi  prawo.Król tarszisz  wyspa przynieść dar, Król szeby  Saba złozić danina.  oddać  pokłon wszystek Król, wszystek naród   służyć.wyzwolić  biedak,   wzywać,  ubogi, CO  mieć opieka. zmiłować   biedny  ubogi, nędzarz ocalić  śmierć.  Jezus nasycić pięć tysiąc mężczyzna, zaraz przynaglić swój uczeń,  wsiąść  Łódź  wyprzedzić   drugi brzeg,  Betsaida, zanim odprawić tłum.  rozstać   , odejść  góra,   modlić. wieczór zapaść, Łódź   środek jezioro,      ląd. widzieć,   trudzić  wiosłować,  wiatr   przeciwny,  czwarty straż nocny przyjść  , kroczyć  jezioro,  chcieć  minąć.  ,   ujrzeć kroczyć  jezioro, myśleć,   zjawa,  zacząć krzyczeć. widzieć     zatrwożyć .   zaraz przemówić  : „odwaga,  ,  bać ”.  wejść    Łódź,  wiatr  uciszyć.     zdumiony  dusza,   zrozumieć sprawa  chleb,  umysł   otępiały."" ",2019-01-09
"""miły:  miłować bóg,  bóg  pierwszy  umiłować. jeśliby  mówić: „miłować bóg”,  brat swój nienawidzić,  kłamca,    miłować brat swój,  widzieć,  móc miłować bóg,   widzieć.   mieć   przykazać,  ,  miłować bóg, miłować   brat swój. ,  wierzyć,  Jezus  mesjasz,  bóg  narodzić   miłować ,  dać życie, miłować  ,  życie   otrzymać.   poznawać,  miłować dziecko boży,  miłować bóg  wypełniać  przykazanie,  miłość wzgląd bóg polegać  spełniać  przykazanie, przykazać    ciężki.  , CO  bóg zrodzić, zwyciężać Świat,   zwycięstwo,  zwyciężyć Świat,   wiara. uwielbić Pan wszystek lud Ziemia boży, przekazać  sąd Król,   sprawiedliwość syn królewski.   lud rządzić sprawiedliwie  ubogi  prawo.wybawić   Krzywda  ucisk  krew  cenny    oko.    modlić  , nieustannie  błogosławić.  imię trwać  wiek;  długo świecić słońce,  trwać  imię.   imienie wzajemnie  błogosławić.  wszystek naród Ziemia życzyć  szczęście! Jezus powrócić  moc duch  Galilea,  wieść   rozejść    okolica.   nauczać   synagoga, wysławiać  wszystek. przyjść   Nazaret,   wychować.  dzień szabat udać  swój zwyczaj  synagoga  powstać,  czytać. podać  księga prorok Izajasz. rozwinąć księga, natrafić  miejsce,   napisać: „duch pański spoczywać  ,   namaścić  posłać ,  ubogi nieść dobry nowina, więzień głosić wolność,  niewidomy przejrzeć;  uciśniony odsyłać wolny,  obwoływać rok łaska  Pan”. zwinąć księga oddać sługa  usiąść;  oko   synagoga    utkwić. począć  mówić  : „ spełnić   słowo pismo, któreście słyszeć”.   przyświadczać   dziwić  pełny wdzięk słowo,  płynąć  usta ."" ",2019-01-10
""" mówić Pan bóg: """"  wysłać anioł ,  przygotować droga  ,  potem nagle przybyć  swój świątynia Pan,   oczekiwać,  anioł przymierze,  pragnąć.  nadejść, mówić Pan zastęp.   przetrwać dzień  nadejście    ostać,   ukazać?     ogień złotnik   ług farbiarz. usiąść ,  mieć przetapiać  oczyszczać srebro,  oczyścić syn Lewi,  przecedzić   złoto  srebro,    składać  ofiara sprawiedliwy.   miły  ofiara Juda  Jeruzalem   dawny dzień  rok starożytny"""". Pan bóg zastęp,   Król chwała brama, podnieść swój szczyt, unieść , odwieczny podwoj,  móc wkroczyć Król chwała.    Król chwała? Pan, dzielny  potężny,Pan, potężny  bój.brama, podnieść swój szczyt, unieść , odwieczny podwoj,  móc wkroczyć Król chwała.    Król chwała? Pan zastęp:   Król chwała.błogosławić, dusza , Pan, bóg , Pan,    wielki! odziać  majestat  piękno, światło okryć  płaszcz.chmura   rydwan, przechadzać   skrzydło wiatr. wicher używać  swój poseł, sługa  ogień  płomień. liczny  dzieło , Pan!   mądrze uczynić, Ziemia  pełny  stworzenie.   morze, ogromny  szeroki,    żyjątko  lik, zwierzę wielki  mały.  czekać  ,  dać  pokarm  właściwy czas.   dawać, zbierać,  otwierać swój ręka, sycić   dobro. odbierać  oddech, marnieć   proch  obracać. stwarzać , napełniać swój duch,  odnawiać oblicze Ziemia.  upłynąć dzień oczyścić Maryja  prawo mojżeszowy, rodzic przynieść Jezus  Jerozolima,   przedstawić .    napisać  prawo pański: """" pierworodny dziecko płeć męski  poświęcić """". mieć  złożyć  ofiara parę synogarlica   młody gołąb, zgodnie  przepis prawo pański.  żyć  Jerozolima człowiek, imienie Symeon.   człowiek sprawiedliwy  pobożny, wyczekiwać pociecha Izrael,  duch święty spoczywać  .  duch święty objawić,   ujrzeć śmierć,   zobaczyć mesjasz pańskie.  natchnienie  duch przyjść  świątynia.   rodzic wnosić dzieciątko Jezus,  postąpić    zwyczaj prawo,  wziąć   objęcie, błogosławić bóg  mówić:  upłynąć dzień oczyścić Maryja  prawo mojżeszowy, rodzic przynieść Jezus  Jerozolima,   przedstawić .    napisać  prawo pański: """",  władca, pozwolić odejść sługa   pokój,   słowo.   oko ujrzeć  zbawienie, któryś przygotować wobec wszystek naród: światło  Oświecenie pogan  chwała lud , Izrael"""".   ojciec  matka dziwić  , CO   mówić. Symeon  błogosławić   rzec  Maryja, matka : """"  przeznaczyć   upadek   powstanie   Izrael   znak,  sprzeciwiać  .   dusza miecz przeniknąć,   jaw wyjść zamysł serce """".    prorokini Anna, córka fanuela  pokolenie asera,  podejść  rok.  swój panieństwo siedem rok żyć  mąż  pozostawać wdowa. liczyć  osiemdziesiąty czwarty rok życie.  rozstawać   świątynia, służyć bóg  posta  modlitwa dzień  noc. przyjść    chwila, sławić bóg  mówić   wszystek,  oczekiwać wyzwolenie Jerozolima.   wypełnić   prawo pański, wrócić  Galilea,  swój miasto Nazaret. dziecię  rosnąć  nabierać moc, napełniać  mądrość,  łaska boży spoczywać  ."" ",2019-01-13
""" Anioł bóg poddać przyszły Świat,   mówić.    potwierdzić uroczyście, mówić: """"  człowiek,  pamiętać  ,  syn człowieczy,   troszczyć  ;  CO mały uczynić   anioł, chwała  cześć  uwieńczyć.  poddać   stopa"""".   poddać  ,   zostawić, CO     poddać.  wszakże  widzieć ,     poddać. widzieć  Jezus,   CO  anioł  mały, chwała  cześć uwieńczyć  męka śmierć,   łaska boży zaznać śmierć   człowiek. przystać  ,        istnieć,   syn  chwała doprowadzać,  przewodnik  zbawienie udoskonalić  cierpienie.   ,  uświęcać,  ,  maić  uświęcić,    pochodzić.    przyczyna  wstydzić  nazywać  brat swój, mówić: """"oznajmić imię  brat , pośrodku zgromadzenie   wychwalać"""". dać syn władza  swój dzieło  Pan,  Pan,  przedziwny   imię   Ziemia.   człowiek,    pamiętać,  syn człowieczy,  troszczyć   ?uczynić  niewiele mały  anioł, uwieńczyć  cześć  chwała. obdarzyć  władza  dzieło ręka ,  złożyć   stopa:owca  bydło wszelaki,  dziki zwierzę, ptak niebieski  Ryba morski, , CO szlaka morze przemierzać.  Kafarnaum Jezus  szabat wejść  synagoga  nauczać. zdumiewać   nauka: uczyć    ,  mieć władza,    uczyć  pismo.     synagoga człowiek opętać  duch nieczysty. zacząć  wołać: """" chcieć  , Jezus nazarejczyk? przyjść  zgubić. wiedzieć,  : święty bóg"""".  Jezus rozkazać  surowo: """"Milcz  wyjść  !""""  duch nieczysty zacząć  miotać   głośny krzyk wyjść  .    zdumieć,    drugi pytać: """"CO  ? nowy  nauka  moc.  duch nieczysty rozkazować    posłuszny"""".  wnet rozejść  wieść   wszędzie   okoliczny kraina galilejski."" ",2019-01-15
""" dziecko maić udział  krew   ciało,   Jezus    różnica otrzymać   udział,   śmierć pokonać ,  dzierżyć władza  śmierć,   diabeł,   uwolnić  wszystek,   życie  bojaźń śmierć podlec  niewola. zaiste   Anioł przygarniać,  przygarniać potomstwo abrahamowy.  musieć  upodobnić   wzgląd  brat,  stać  miłosierny  wierny arcykapłan  , CO  odnosić  bóg –  przebłagać  grzech lud.   , CO  wycierpieć poddany próba, móc przyjść  pomoc ,   podlegać. Pan bóg pamiętać  swój przymierze Sławcio Pan, wzywać  imienie, głosić  dzieło wśród naród. śpiewać  grać  psalm, rozgłaszać wszystek  cud.szczycić   święty imienie   wesoły serce szukać Pan rozmyślać     potęga,  szukać  oblicze.potomek Abraham, sługa , syn Jakub,  wybraniec. , Pan,   bóg,  wyrok obejmować Świat . wiek pamiętać  swój przymierze, obietnica dany tysiąc pokolenie,  przymierze,  zawrzeć  Abraham przysięga dany Izaak.  wyjść  synagoga Jezus przyjść  Jakub  Jan  dom Szymon  Andrzej. teściowa  Szymon leżeć  gorączka. zaraz powiedzieć   .  podejść  podnieść , ująć  ręka,  opuścić  gorączka.  usługiwać imienia.  nastać wieczor,  słońce zajść, przynosić   wszystek chory  opętany;   miasto zebrać   drzwi. uzdrowić  dotknąć rozmaity choroba   zły duch wyrzucić,   pozwalać zły duch mówić,   znać. rano,    ciemno, wstać, wyjść  udać   miejsce pustynny,    modlić. pośpieszyć   Szymon  towarzysz,    znaleźć, powiedzieć : """"  szukać"""".   rzec  : """"pójść  indziej,  sąsiedni miejscowość,    móc nauczać,    wyjść"""".  chodzić   Galilea, nauczać   synagoga  wyrzucać zły duch."" ",2019-01-16
"""postępować,  mówić duch święty: """",  głos  usłyszeć,  zatwardzać serce    bunt,  dzień kusić  pustynia,  kusić  ojciec , wystawiać  próba, chociaż widzieć dzieło   rok czterdzieści. rozgniewać  przeto   pokolenie  powiedzieć:  błądzić  serce.    poznać droga ,  przysiąc  swój gniew:  wejść   odpoczynek"""". baczyć, brat,        przewrotny serce niewiara,  skutek  odstąpić  bóg żywy,  zachęcać  wzajemnie  dzień, póki trwać , CO zwiedzieć  """""""",      ulec zatwardziałość  oszustwo grzech.   współuczestnik Chrystus,  pierwotny Nadzieja  koniec zachować silny. słyszeć głos Pan, serce  zatwardzać przyjść, uwielbiać , padać  twarz, klęknąć  Pan,   stworzyć.     bóg,   lud  pastwisko  owca   ręka.obyście  usłyszeć głos : """"  twardnieć  serce   meriba,   pustynia  dzień massa,   kusić  ojciec, doświadczać ,  widzieć  dzieło. rok czterdzieści  pokolenie wstręt   budzić  powiedzieć:  lud  serce zbłąkany   droga  znać. przeto przysiąc  gniew,   wejść   kraina spoczynek"""". pewien dzień przyjść  Jezus trędowaty  upaść  kolano, prosić : """" zechcieć, móc  oczyścić"""".  Jezus, zdjąć litość, wyciągnąć ręka, dotknąć   rzec  : """"chcieć, bądź oczyścić"""". zaraz trąd  opuścić,  zostać oczyścić. Jezus surowo  przykazać  zaraz  odprawić, mówić : """"baczyć,  nikt   mówić,  iść, pokazać  kapłan  złoże  swój oczyścić ofiara,  przepisać Mojżesz,  świadectwo  """".    wyjście zacząć  opowiadać  rozgłaszać , CO zajść,   Jezus  móc  jawnie wejść  miasto,  przebywać  miejsce pustynny.  człowiek zewsząd schodzić   ."" ",2019-01-17
""" wzgląd  Syjon  umilknąć,  wzgląd  Jerozolima  spocząć, dopóki  sprawiedliwość  błysnąć  zorza  zbawić   zapłonąć  pochodnia. wówczas naród ujrzeć  sprawiedliwość  chwała   Król.  nazwać  nowy imienie,  usta Pan określić.  prześliczny korona  ręka Pan, królewski diadem  dłoń  bóg.    mówić   """"porzucić"""",  kraina    powiedzieć """"spustoszyć"""". raczej  nazwać """"   upodobanie"""",  kraina  – """"poślubić"""".  spodobać     kraina otrzymać mąż.   młodzieniec poślubiać dziewica,   budowniczy  poślubić,   oblubieniec weselić   oblubienica,  bóg    rozradować. pośród naród głosić chwała Pan śpiewać  pieśń nowy, śpiewać , Ziemia . śpiewać , Sławcio  imię. dzień głosić  zbawienie. głosić  chwała wśród wszystek naród, rozgłaszać  cud pośród wszystek lud.oddać , rodzina naród, oddać  chwała  uznać  potęga. oddać  chwała należny  imienie, przynieść dar  wejść   dziedziniec.uwielbiać Pan  święty przybytek, zadrżeć, Ziemia ,   oblicze. głosić wśród lud,  Pan  Król,  sprawiedliwie sądzić lud.  kania galilejski odbywać  wesele    matka Jezus. zaprosić   wesele  Jezus   uczeń.   zabraknąć wina, matka Jezus rzec  : """" maić wino"""". Jezus  odpowiedzieć: """"czyż     sprawa, niewiasta?    nadejść godzina ?""""  matka  powiedzieć  sługa: """"zrobić ,   powiedzieć"""". stać   sześć stągiew Kamienna przeznaczyć  żydowski oczyszczenie,    móc pomieścić   trzy miara. Jezus rzec  sługa: """"napełnić stągiew woda"""".  napełnić    brzeg. potem powiedzieć  : """"zaczerpnąć   zanieść starosta weselny"""".   zanieść.   starosta weselny skosztować woda,  stać  wino –   wiedzieć,   pochodzić,  sługa,  czerpać woda, wiedzieć – przywołać Pan młody  powiedzieć  : """" człowiek stawiać najpierw dobry wino,    napić, wówczas zły.  zachować dobry wino    pora"""".   początek znak uczynić Jezus  kania galilejski. objawić swój chwała  uwierzyć    uczeń."" ",2019-01-20
"""melchizedek, Król szalemu, kapłan bóg wysoki, wyjść  spotkanie Abraham, wracać  rozgromić Król,  udzielić  błogosławieństwo.  Abraham  wydzielić dziesięcina   łup. imię  najpierw oznaczać Król sprawiedliwość,  następnie  Król szalemu,   Król pokój.  ojciec,  matka,  rodowód,  mieć  początek swój dzień,   koniec życie, upodobnić   syn boży, pozostawać kapłan  .     oczywisty, skoro  podobieństwo melchizedek  ustanowić  kapłan,  stać     cielesny przepis prawo,   moc niezniszczalny życie. dać     świadectwo: """"  kapłan  wiek  wzór melchizedek"""".  kapłan,   melchizedek rzec Pan  Pan : """"siąść   prawica,  uczynić  wróg podnóżek stopa """". Pan rozciągnąć moc  berło  Syjon: """"panować wśród swój nieprzyjaciel!  panowanie  dzień  triumf,  blask świętość,  łono jutrzenka zrodzić   rosa"""". Pan przysiąc    odwołać: """"  kapłan  wiek  wzór melchizedek"""".  dzień szabat Jezus wejść  synagoga.   człowiek,  mieć uschnąć ręka.  śledzić ,  uzdrowić   szabat,   oskarżyć.   rzec  człowiek  uschły ręka: """"podnieść   środek!""""    powiedzieć: """"CO wolno  szabat: uczynić  dobry   zły? życie uratować  zabić?""""   milczeć.  spojrzeć   dokoła  gniew, zasmucić  powód zatwardziałość  serce, rzec  człowiek: """"wyciągnąć ręka!"""" wyciągnąć,  ręka  stać   zdrowy.  faryzeusz wyjść   zwolennik Herod zaraz  naradzać przeciwko ,     zgładzić."" ",2019-01-23
