txt_pl_lem,date
"""melchizedek, król Szalemu, kapłan bóg najwyższy, wyjść na spotkanie Abraham, wracać po rozgromić król, i udzielić on błogosławieństwo. on Abraham także wydzielić dziesięcina z cały łup. imię on najpierw oznaczać król sprawiedliwość, a następnie także król Szalemu, to być król pokój. bez ojciec, bez matka, bez rodowód, nie mój ani początek swój dzień, ani też koniec życie, upodobnić zaś do syn boży, pozostawać kapłan na zawsze. być to jeszcze bardziej oczywisty, skoro na podobieństwo melchizedek być ustanowić inny kapłan, który stać się taki nie według cielesny przepis prawa, ale według moc niezniszczalny życie. dana on być bowiem taki świadectwo: """"ty być kapłan na wiek na wzór melchizedek"""". być kapłan, tak jak melchizedek rzec Pan do Pan mój: """"siąść po moja prawica, aż uczynić twój wróg podnóżek stopa twoi"""". Pan rozciągnąć moc twój berło z Syjon: """"panować wśród swój nieprzyjaciel!przy ty panowanie w dzień twój triumf, w blask świętość, z łono jutrzenka zrodzićbyć ty jak rosa"""". Pan przysięgnąć i to nie odwołać: """"ty być kapłan na wiek na wzór melchizedek"""". w dzienia szabat Jezus wejść do synagoga. być tam człowiek, który miał uschnąć ręka. a śledzić go, czy uzdrowić go w szabat, żeby go oskarżyć. on zaś rzec do człowiek z uschły ręka: """"podnieść się na środek!"""" a do on powiedzieć: """"co wolno w szabat: uczynić coś dobre czy coś złe? życie uratować czy zabić?"""" lecz on milczeć. wtedy spojrzeć na on dokoła z gniew, zasmucić z powód zatwardziałość on serce, rzec do człowiek: """"wyciągnąć ręka!"""" wyciągnąć, i ręka on stała się znów zdrowy. a faryzeusz wyjść i z zwolennik Herod zaraz się naradzać przeciwko on, w jak sposób go zgładzić."" ",2019-01-23
"""Jezus może całkowicie zbawiać na wiek ten, który przez on przystępować do bóg, bo wciąż żyć, aby się wstawiać za on. taki bowiem potrzeba my być arcykapłan: święty, niewinny, nieskalany, oddzielić od grzesznik, wywyższyć ponad niebiosa, taki, który nie być zobowiązany, jak inny arcykapłan, do składać codzienny ofiara najpierw za swoje grzech, a potem za grzech lud. to bowiem uczynić raz na zawsze, ofiarować sam siebie. prawo bowiem ustanawiać arcykapłan człowiek obciążyć słabość, słowo zaś przysięga, złożony po nadanie prawa, ustanawiać arcykapłan syn doskonały na wiek. sedno zaś wywód stan prawda: taki mama arcykapłan, który zasiąść po prawica tron majestat w niebios, jako sługa świątynia i prawdziwy przybytek zbudować przez Pan, a nie przez człowiek. każdy bowiem arcykapłan ustanawiać być do składać dar i ofiara, przeto trzeba, aby ten także miał coś, co by ofiarować. gdyby więc być na ziemia, to nawet nie byćby kapłan, gdyż być tu inny, który składać ofiara według postanowienie prawa. usługiwać on obraz i cień rzeczywistość niebieski. gdy bowiem Mojżesz miał zbudować przybytek, zostać w ten sposób pouczyć przez bóg: """"baczyć, abybyć uczynić wszystko według wzór, jak ci zostać ukazać na góra"""". teraz zaś Chrystus otrzymać w udział o tyle wzniosły służba, o ile też stać się pośrednik lepsze przymierze, który oprzeć zostać na lepsza obietnica. przychodzić, bóg, pełnić twoja wola nie chciećbyć ofiara krwawy ani z płody ziemia, lecz otworzyćbyć mi ucho; nie żądaćbyć całopalenie i ofiara za grzech. wtedy powiedziećbyć: """"oto przychodzić.w zwój księga być o ja napisać: radość być dla ja pełnić twoja wola, mój bóg, a twoja prawo mieszek w moi serce"""". głosićbyć twój sprawiedliwość w wielki zgromadzenie i nie powściągaćbyć warga moi, o czym ty wiedzieć, Pan.niech się radować i weselić w ty wszyscy, który ty szukać, a ci, który pragnąć twoja pomoc, niech zawsze mówić: """"Pan być wielki"""". Jezus oddalić się z swój uczeń w strona jezioro. a przyjść za nim wielki mnóstwo człowiek z Galilea. także z Judea, z Jerozolima, z Idumei i zaJordania oraz z okolica tyr i Sydonu iść do on mnóstwo wielki na wieść o tym, jak wiele działać. toteż polecić swój uczeń, żeby łódka była dla on stale w pogotowie z wzgląd na tłum, aby na on nie napierać. wiele bowiem uzdrowić i wskutek to wszyscy, który mieć jakiś choroba, cisnąć się do on, aby go dotknąć. nawet duch nieczysta, na on widok, padać przed nim i wołać: """"ty być syn boży"""". lecz on surowo im zabraniać, żeby go nie ujawniać."" ",2019-01-24
"""kapłan Ezdrasz przynieść prawo przed zgromadzenie, w który uczestniczyć przed wszyscy mężczyzna, lecz także kobieta oraz wszyscy inny, który były zdolny słuchać. i czytać z ten księga, zwrócić do plac znajdować się przed Bramah wodny, od rana aż do południe przed mężczyzna, kobieta i ten, który mogel rozumieć; a ucho cały lud były zwrócić ku księga prawa. pisarz Ezdrasz stanąć na drewniany podwyższenie, który zrobić w tym cel. Ezdrasz otworzyć księga na oko cały lud – znajdować się bowiem wysoce niż cały lud; a gdy on otworzyć, cały lud powstać. i Ezdrasz błogosławić Pan, wielki bóg, a cały lud, podnieść ręka, odpowiedzieć: """"amen! amen!"""" potem oddal pokłon i padły przed Pan na kolano, twarz ku ziemia. czytać więc z ten księga, księga prawa boży, dobitnie, z dodanie objaśnienie, tak że lud rozumieć czytanie. wtedy Nehemiasz, to być namiestnik, oraz kapłan-pisarz Ezdrasz, jak i lewita, który pouczać lud, rzec do cały lud: """"ten dzienia być poświęcony pan, bóg wasz. nie być smutny i nie płakać!"""" cały lud bowiem płakać, gdy usłyszeć te słowo prawa. i rzec im Nehemiasz: """"iść, spożywać potraw świąteczny i pić słodki napój, posłać też porcja temu, który nic gotowe nie mój: albowiem poświęcony być ten dzienia bóg nasze. a nie być przygnębiony, gdyż radość w pan być wasz ostoja"""". słowo twój, Pan, być duch i życie prawo pańskie być doskonały i pokrzepiać dusza, świadectwo Pan być pewne, nierozważny uczyć mądrość. on słuszny nakaz radować serce, jaśnieć przykazanie Pan i olśniewać oko.bojaźń Pan być szczery i trwać na wiek, sąd Pan prawdziwy, wszystek razem słuszny. niech znajda uznanie przed ty słowo usta moi i myśl mój serce, Pan, moja opoka i mój zbawiciel. wiele już starać się ułożyć opowiadanie o zdarzenie, który się dokonać pośród my, tak jak my on przekazać ci, który od początek były naoczny świadek i sługa słowo. postanowićbyć więc i ja zbadać dokładnie wszystko od pierwsza chwila i opisać ci po kolej, dostojny Teofil, abybyć się móc przekonać o całkowity pewność nauka, który ci udzielić. w owo czas: powrócić Jezus moc duch do Galilea, a wieść o nim rozejść się po cały okolica. on zaś nauczać w on synagoga, wysławiać przez wszyscy. przyjść również do Nazaret, gdzie się wychować. w dzienia szabat udać się swoje zwyczaj do synagoga i powstać, aby czytać. podać on księga prorok Izajasz. rozwinąć księga, znaleźć miejsce, gdzie być napisać: """"duch pański spoczywać na ja, ponieważ ja namaścić i posłać ja, abybyć ubogi nieść dobry nowina, więzień głosić wolność, a niewidoma przejrzeć; abybyć uciśniony odsyłać wolne, abybyć obwoływać rok łaska Pan"""". zwinąć księga, oddać sługa i usiąść; a oko wszyscy w synagoga były w on utkwić. począć więc mówić do on: """"dziś spełnić się te słowo pismo, który słyszećbyć""""."" ",2019-01-27
"""Chrystus być pośrednik nowy przymierze, ażeby przez śmierć, ponieść dla odkupienie przestępstwo popełnić za pierwsze przymierze, ci, który być wezwać do wieczny dziedzictwo, dostąpić spełnienie obietnica. Chrystus bowiem wejść nie do świątynia zbudować ręka ludzki, być odbicie prawdziwy świątynia, ale do sam niebo, aby teraz wstawiać się za my przed oblicze bóg, ani nie po to, aby się wielekroć sam miał ofiarować, jak arcykapłan, który co rok wchodzić do świątynia z krew cudzy, gdyż w taki przypadek musiećby cierpieć wiele raz od stworzenie świat. a tymczasem raz jeden ukazać się teraz na koniec wiek, aby zgładzić grzech przez ofiara z sam siebie. a jak postanowić człowiek raz umrzeć, potem zaś sąd, tak Chrystus raz jeden być ofiarować dla zgładzić grzech wiele, drugi raz ukazać się nie w związek z grzech, lecz dla zbawienie ten, który go oczekiwać. śpiewać pan, bo uczynić cud śpiewać pan pieśń nowa, albowiem uczynić cud. zwycięstwo on zgotować on prawica i święta ramia on.Pan okazać swoje zbawienie, na oko pogan objawić swój sprawiedliwość. wspomnieć na dobroć i na wierność swój dla dom Izrael.ujrzeć wszystek kraniec ziemia zbawienie bóg nasze. wołać z radość na cześć Pan, cały ziemia, ciesać się, weselić i grać.śpiewać pan przy wtór cytra, przy wtór cytra i przy dźwięk harfa. przy trąba i przy głos róg, na oko Pan, Król, się radować. uczony w pismo, który przyszły z Jerozolima, mówić o Jezus: """"mój Belzebub i moc władca złe duch wyrzucać złe duch"""". wtedy Jezus przywołać on do siebie i mówić im w przypowieść: """"jak może szatan wyrzucać szatan? jeśli jakiś królestwo być wewnętrznie skłócić, taki królestwo nie może się ostać. i jeśli dom wewnętrznie być skłócić, to taki dom nie być móc się ostać. jeśli więc szatan powstać przeciw siebie i być z siebie skłócić, to nie może się ostać, lecz koniec z nim. nikt nie może wejść do dom mocarz i sprzęt on zagrabić, jeśli mocarz wpierw nie związać, i dopiero wtedy dom on ograbić. zaprawdę, powiadać wy: wszystek grzech i bluźnierstwo, który by się człowiek dopuścić, być im odpuścić. kto by jednak zbluźnić przeciw duch święty, nigdy nie otrzymać odpuścić, lecz winny być grzech wieczny"""". mówić bowiem: """"mój duch nieczysty""""."" ",2019-01-28
"""prawo, posiadać tylko cień przyszły dobra, a nie sam obraz rzecz, przez te sam ofiara, corocznie ciągle składany, nie może nigdy udoskonalić ten, który przystępować do bóg. czyż bowiem nie przestać by on składać, gdyby składać on, raz na zawsze oczyścić, nie mieć już żaden świadomość grzech? ale przez nie każdy rok następować przypomnienie grzech. niemożliwy być bowiem, aby krew cielec i kozieł usuwać grzech. przeto Chrystus, przychodzić na świat, mówić: """"ofiara ani dar nie chciećbyć, ale mi utworzyćbyć ciało; całopalenie i ofiara za grzech nie podobać się ty. wtedy rzecbyć: oto iść – w zwój księga napisać o ja – aby spełnić wola twoja, bóg"""". wysoce powiedzieć: """"ofiara, dar, całopalenie i ofiara za grzech nie chciećbyć i nie podobać się ty"""", choć składany być zgodnie z prawo. następnie powiedzieć: """"oto iść, aby spełnić wola twoja"""". usuwać jeden ofiara, aby ustanowić inny. na moc ten wola uświęcić być przez ofiara ciało Jezus Chrystus raz na zawsze. przychodzić, bóg, pełnić twoja wola z nadzieja czekało na Pan, a on pochylić się nad ja. włożyć mi w usta pieśń nowa, śpiew dla nasze bóg.nie chciećbyć ofiara krwawy ani z płody ziemia, lecz otworzyćbyć mi ucho; nie żądaćbyć całopalenie i ofiara za grzech. wtedy powiedziećbyć: """"oto przychodzić"""".głosićbyć twój sprawiedliwość w wielki zgromadzenie i nie powściągaćbyć warga moi, o czym ty wiedzieć, Pan.sprawiedliwość twój nie kryćbyć w głąb serce, głosićbyć twoja wierność i pomoc. nie taićbyć twoja łaska ani twój wierność przed wielki zgromadzenie. nadeszły matka Jezus i bracia i stać na dwór, posłać po on, aby go przywołać. a tłum człowiek siedzieć wokół on, gdy on powiedzieć: """"oto twoja matka i bracia na dwór szukać ty"""". odpowiedzieć im: """"któż być moja matka i który być moi brat?"""" i spoglądać na siedzący dokoła on, rzec: """"oto moja matka i moi bracia. bo kto pełnia wola boży, ten być mi brat, siostra i matka""""."" ",2019-01-29
"""każdy kapłan stare testament staj codziennie do wykonywać swój służba i wiele raz składać te sam ofiara, który żaden miara nie móc zgładzić grzech. ten przeciwnie, złożyć raz na zawsze jeden ofiara za grzech, zasiąść po prawica bóg, oczekiwać tylko, """"aż nieprzyjaciel on stanąć się podnóżek pod on stop"""". jeden bowiem ofiara udoskonalić na wiek ten, który być uświęcać. dawać my zaś świadectwo duch święty, skoro powiedzieć: """"taki być przymierze, który zawrzeć z on po ow dzień, mówić Pan: nadać prawa moja w on serce, także w myśl on on wypisać. a na on grzech oraz on nieprawość dużo już nie wspomnieć"""". gdzie zaś być on odpuścić, tam już dużo nie zachodzić potrzeba ofiara za grzech. być kapłan, tak jak melchizedek rzec Pan do Pan mój: """"siąść po moja prawica, aż uczynić twój wróg podnóżek stopa twoi"""". Pan rozciągnąć moc twój berło z Syjon: """"panować wśród swój nieprzyjaciel!przy ty panowanie w dzień twój triumf, w blask świętość, z łono jutrzenka zrodzićbyć ty jak rosa"""". Pan przysięgnąć i to nie odwołać: """"ty być kapłan na wiek na wzór melchizedek"""". Jezus znowu zacząć nauczać nad jezioro i bardzo wielki tłum człowiek zebrać się przy nim. dlatego wejść do łódź i usiąść w on, na jezioro, a cały tłum stać na brzeg jezioro. nauczać on wiele w przypowieść i mówić im w swój nauka: """"słuchać: oto siewca wyjść siać. a gdy siać, jedno ziarno padło na droga; i przylecieć ptak, i wydziobać on. inny padło na grunt skalisty, gdzie nie mieć wiele ziemia, i wnet wzejść, bo nie być głęboko w gleba. lecz powschodzie słońce przypalić się i uschnąć, bo nie mieć korzeń. inny padło między cierń, a cierń wybujały i zagłuszyć on, tak że nie wydać owoc. inny wreszcie padły na ziemia żyzny i wydawać plon, wschodzić i rosnąć; a przynosić plon trzydziestokrotny, sześćdziesięciokrotny i stokrotny"""". i dodać: """"kto mój ucho do słuchać, niechaj słuchać!"""" a gdy być sam, pytać go ci, który przy nim były, razem z dwanaście, o przypowieść. on im odrzec: """"wy dan być tajemnica królestwo boży, dla ten zaś, który być poza wy, wszystko dzieje się w przypowieść, aby „patrzyć uważnie, a nie widzieć, słuchać uważnie, a nie rozumieć, żeby się nie nawrócić i nie była im odpuścić wina”. i mówić im: """"nie rozumieć ten przypowieść? jakże więc zrozumieć inny przypowieść? siewca sieja słowo. a oto być ci, który być na droga: u on sieja się słowo, a skoro on usłyszeć, zaraz przychodzić szatan i porywać słowo w on zasiać. podobnie zasiew na grunt skalisty być ci, który gdy usłyszeć słowo, natychmiast przyjmować on z radość, lecz nie maja w siebie korzeń i być niestal. potem gdy nastać ucisk lub prześladowanie z powód słowo, zaraz się załamywać. być inny, który być zasiać między cierń: to ci, który wprawdzie słuchać słowo, lecz troska to świat, ułuda bogactwo i inny żądza wciskać się i zagłuszać słowo, tak że pozostawać bezowocny. wreszcie zasiać na ziemia żyzny być ci, który słuchać słowo, przyjmować on i wydawać owoc: trzydziestokrotny, sześćdziesięciokrotny i stokrotny""""."" ",2019-01-30
"""za panowanie Jozjasza Pan skierować do ja następujący słowo: """"zanim ukształtowaćbyć ty w łono matka, znaćbyć ty, nim przyjśćbyć na świat, poświęcićbyć ty, prorok dla naród ustanowićbyć ty. ty zaś przepasać biodro, wstać i mowa wszystko, co ci rozkazać. nie lękać się on, bybyć ty czas nie napełnić lęk przed on. a oto ja czynić ty dzisiaj twierdza warowny, kolumna żelazny i mur z spiż przeciw cały ziemia, przeciw król judzki i on przywódca, on kapłan i lud ten ziemia. być walczyć przeciw ty, ale nie zdołać ty zwyciężyć, gdyż ja być z ty – mówić Pan – by ty ochraniać"""". być wysławiać pomoc twoja, Pan w ty, Pan, ucieczka moja, niech wstyd nie zaznać na wiek. wyzwolić ja i ratować w twój sprawiedliwość, nakłonić ku ja swój ucha i zesłać ocalenie.bądź dla ja skała schronienie i zamek warowny, aby ja ocalić, bo ty być moja opoka i twierdza. bóg mój, wyrwać ja z ręka niegodziwiec.bo ty, mój bóg, być moja nadzieja, Pan, ty ufać od młodość. ty byćbyć moja podpora od dzień narodziny, od łono matka moi opiekun.moja usta być głosić twoja sprawiedliwość i przez cały dzienia twoja pomoc. bóg, ty ja uczyćbyć od moja młodość i do ten chwila głosić twoja cud. kiedy Jezus przyjść do Nazaret, przemówić do lud w synagoga: """"dziś spełnić się te słowo pismo, który słyszećbyć"""". a wszyscy przyświadczać on i dziwić się pełny łaska słowo, który płynąć z usta on. i mówić: """"czy nie być to syn Józef?"""" wtedy rzec do on: """"z pewność powiat mi to przysłowie: lekarz, uleczyć sam siebie; dokonać+że i tu, w swój ojczyzna, to, co wydarzyć się, jak słyszećbyć, w Kafarnaum"""". i dodać: """"zaprawdę, powiadać wy: żaden prorok nie być mile widzieć w swój ojczyzna. naprawdę, mówić wy: wiele wdowa być w Izrael za czas Eliasz, kiedy niebo pozostawać zamknięty przez trzy lato i sześć miesiąc, tak że wielki głód panować w cały kraj; a Eliasz do żaden z on nie zostać posłać, tylko do ow wdowa w Sarepcie sydoński. i wiele trędowaty być w Izrael za prorok Elizeusz, a żaden z on nie zostać oczyścić, tylko Syryjczyk Naaman"""". na te słowo wszyscy w synagoga unieść się gniew. porwać się z miejsce, wyrzucić go z miasto i wyprowadzić aż na urwisko góra, na który zbudować być on miasto, aby go strącić. on jednak, przejść pośród on, oddalić się."" ",2019-02-03
"""maić dokoła siebie taki mnóstwo świadek, zrzucić wszelki ciężar, a przed wszyscy grzech, który my łatwo zwodzić, biec wytrwale w wyznaczyć my zawody. patrzeć na Jezus, który my w wiara przewodzić i on wydoskonalać. on to zamiast radość, który on obiecywać, przecierpieć krzyż, nie baczyć na on hańba, i zasiąść po prawica na tron bóg. zważyć więc na to, który z strona grzesznik tak wielki wycierpieć wrogość wobec siebie, abybyć nie ustawać, załamać na duch. jeszcze nie opieraćbyć się aż do krew, walczyć przeciw grzech. chwalić ty być, który ty szukać wypełnić moja ślub wobec czciciel bóg. ubogi być jedla i zostać nasycić, być chwalić Pan ci, który go szukać: """"serce wacha niech żyć na wiek"""".przypomnieć siebie i wrócić do Pan wszystek kraniec ziemia, oddać on pokłon wszystek szczep pogański. on się pokłonić wszyscy śpiący w ziemia, przed nim zgiąć się wszyscy, który stanąć się proch.moja dusza być żyła dla on, potomstwo moja on być służyć, przyszły pokolenie o pan opowiedzieć. i sprawiedliwość on ogłosić lud, który się narodzić: """"Pan to uczynić"""". gdy Jezus przeprawić się z powrót łódź na drugi brzeg jezioro Genezaret, zebrać się wielki tłum wokół on, a on być jeszcze nad jezioro. wtedy przyjść jeden z przełożona synagoga, imienie Jair. gdy go ujrzeć, upaść on do noga i prosić usilnie: """"moja córeczka dogorywać, przyjść i położyć na on ręka, aby ocalały i żyła"""". pójść więc z nim, a wielki tłum iść za nim i zewsząd na on napierać. a pewien kobieta od dwanaście lato cierpieć na upływ krew. wiele wycierpieć od różny lekarz i cały swój mienie wydać, a nic on nie pomóc, lecz mieć się jeszcze źle. posłyszeć o Jezus, więc wejść z tył między tłum i dotknąć się on płaszcz. mówić bowiem: """"żebybyć choć dotknąć on płaszcz, a być zdrowy"""". zaraz też ustać on krwotok i poczuć w swój ciało, że być uleczyć z dolegliwość. a Jezus natychmiast uświadomić siebie, że moc wyjść od on. obrócić się w tłum i zapytać: """"kto dotknąć moje płaszcz?"""" odpowiedzieć on uczeń: """"widzieć, że tłum zewsząd ty ściskać, a pytać: kto ja dotknąć"""". on jednak rozglądać się, by ujrzeć ten, który to uczynić. wtedy kobieta podeszły zalękniony i drżący, gdyż wiedzieć, co się z on stać, padło przed nim i wyznać on cały prawda. on zaś rzec do on: """"córka, twoja wiara ty ocalić, iść w pokój i bądź wolny od swój dolegliwość"""". gdy on jeszcze mówić, przyszły człowiek od przełożony synagoga i donieść: """"twoja córka umarła, czemu jeszcze trudzić nauczyciel?"""" lecz Jezus, słyszeć, co mówić, rzec do przełożony synagoga: """"nie bój się, wierzyć tylko!"""" i nie pozwolić nikt iść z siebie z wyjątek Piotr, Jakub i Jan, brat jakubowy. tak przyszły do dom przełożony synagoga. widzieć zamieszanie, płaczący i głośno zawodzący, wejść i rzec do on: """"czemu podnosić wrzawa i płakać? dziecko nie umrzeć, tylko spać"""". i wyśmiewać go. lecz on odsunąć wszyscy, wziąć z siebie tylko ojciec i matka dziecko oraz ten, który z nim były, i wejść tam, gdzie dziecko leżeć. ująć dziewczynka za ręka, rzec do on: """"Talitha kum"""", to znaczyć: """"dziewczynka, mówić ci, wstać!"""" dziewczynka natychmiast wstać i chodzić, mieć bowiem dwanaście lato. i osłupieć wprost z zdumienie. przykazać im też z nacisk, żeby nikt o tym się nie dowiedzieć, i polecić, aby on dać jeść."" ",2019-02-05
"""jeszcze nie opieraćbyć się aż do krew, walczyć przeciw grzech, a zapomniećbyć o napomnienie, z jaki bóg się zwracać do wy jako do syn: """"syn mój, nie lekceważyć karcenie Pan, nie upadać na duch, gdy on ty doświadczać. bo koga miłować Pan, to karcić, chłostać zaś każdy, który za syn przyjmować"""". trwać w karność! bóg obchodzić się z wy jak z dziecko. jakiż to bowiem syn, który by ojciec nie karcić? wszelki karcenie na raz nie wydawać się radosny, ale smutny, potem jednak przynosić tym, który go doświadczyć, błogi plon sprawiedliwość. dlatego wyprostować opadły ręka i osłabły kolano! prosta ślad czynić noga, aby kto chrom, nie zbłądzić, ale być raczej uzdrowić. starać się o pokój z wszyscy i o uświęcić, bez który nikt nie zobaczyć Pan. baczyć, aby nikt nie pozbawić się łaska boży, aby jakiś korzeń gorzki, który wyrastać do góra, nie spowodować zamieszanie, a przez to nie skalać się inny. bóg być łaskawy dla swoje czciciel błogosławić, dusza moja, Pan, i wszystko, co być w ja, święta imię on. błogosławić, dusza moja, Pan i nie zapominać o wszyscy on dobrodziejstwo.jak ojciec litować się nad dziecko, tak Pan się litować nad ten, który cześć on oddawać. wiedzieć on, z cobyć powstały, pamiętać, że być proch.lecz łaska Pan być wieczny dla on wyznawca, a on sprawiedliwość nad on potomstwo, nad wszyscy, który strzec on przymierze. Jezus przyjść do swój rodzinny miasto. a towarzyszyć on on uczeń. gdy zaś nadejść szabat, zacząć nauczać w synagoga; a wiele, przysłuchiwać się, pytać z zdziwienie: """"skąd to u on? i co to za mądrość, który on być dan? i taki cud dziać się przez on ręka! czy nie być to cieśla, syn Maryja, a brat Jakub, Józef, Juda i Szymon? czyż nie żyć tu u my także on siostra?"""" i powątpiewać o nim. a Jezus mówić im: """"tylko w swój ojczyzna, wśród swoje krewna i w swoje dom może być prorok tak lekceważyć"""". i nie móc tam zdziałać żaden cud, jedynie na kilka chora położyć ręka i uzdrowić on. dziwić się też on niedowiarstwo. potem obchodzić okoliczny wieś i nauczać."" ",2019-02-06
"""nie przyjśćbyć do namacalny i płonący ogień, do mgła, do ciemność i burza ani też do grzmiący trąba i do taki dźwięk słowo, iż wszyscy, który go usłyszeć, prosić, aby do on nie mówić. a tak straszny być to zjawisko, iż Mojżesz powiedzieć: """"zatrwożony być i drżeć"""". wy natomiast przyjśćbyć do góra Syjon, do miasto bóg żywy – Jeruzalem niebieski, do niezliczony liczba anioł, na uroczysty zgromadzenie, i do kościół pierworodny, który być zapisany w niebios, do bóg, który sądzić wszyscy, do duch człowiek sprawiedliwy, który już dojść do cel, do pośrednik nowy testament – Jezus, do pokropić krew, który przemawiać mocno niż krew Abel. w swój świątynia łaska okazaćbyć wielki być Pan i godny wielki chwała w miasto bóg nasze. święta on góra, wspaniały wzniesienie, radość być cały ziemia.Góra Syjon, kres północ, być miasto wielki Król. bóg w zamek swoje okazać się obrona.co słyszećbyć, to zobaczyćbyć w miasto Pan zastęp, w miasto nasze bóg. bóg on umacniać na wiek.rozważać, bóg, łaskawość twoja w wnętrze twoja świątynia. jak imię twój, bóg, tak i chwała twoja sięgać po kraniec ziemia. prawica twoja pełny być sprawiedliwość. Jezus przywołać do siebie dwanaście i zacząć rozsyłać on po dwa. dać im też władza nad duch nieczysta i przykazać im, żeby nic z siebie nie brać na droga prócz lasek: ani chleb, ani torba, ani pieniądz w trzos. """"ale iść obuć w sandał i nie wdziewać dwa suknia"""". i mówić do on: """"gdy do jakiś dom wejść, zostać tam, aż stamtąd wyjść. jeśli w jakiś miejsce wy nie przyjąć i nie być wy słuchać, wychodzić stamtąd, strząsnąć proch z noga wasi na świadectwo dla on"""". on więc wyjść i wzywać do nawracać się. wyrzucać też wiele złe duch, a wiele chora namaszczać olej i uzdrawiać."" ",2019-02-07
"""w rok śmierć król Ozjasz ujrzećbyć Pan zasiadający na wysoki i wyniosły tron, a tren on szata wypełniać świątynia. Serafina stały ponad nim; każdy z on miał po sześć skrzydło. i wołać jeden do drugi: """"święty, święty, święty być Pan zastęp. cały ziemia pełny być on chwała"""". od głos to, który wołać, zadrgać futryna drzwi, a świątynia napełnić się dym. i powiedziećbyć: """"biadać mi! być zgubić! wszak być mąż o nieczysta warga i mieszkać pośród lud o nieczysta warga, a oko moja oglądać Król, Pan zastęp!"""" wówczas przylecieć do ja jeden z serafin, trzymać w ręka węgiel, który szczypce wziąć z ołtarz. dotknąć nim usta moi i rzec: """"oto dotknąć to twoi warga, twoja wina być zmazać, zgładzić twój grzech"""". i usłyszećbyć głos Pan mówiący: """"koga mama posłać? kto by my pójść?"""" odpowiedziećbyć: """"oto ja, posłać ja!"""" wobec anioł psalm zaśpiewać pan być ty sławić, Pan, z cały serce, bo usłyszećbyć słowo usta moi. być śpiewać ci psalm wobec anioł, pokłon ci oddać w twoi święta przybytek.i być sławić twój imię za łaska i wierność twoja, bo ponad wszystko wywyższyćbyć twój imię i obietnica. wysłuchaćbyć ja, kiedy ty wzywaćbyć, pomnożyćbyć moc moja dusza.wszyscy król ziemia być dziękować ty, Pan, gdy usłyszeć słowo usta twoi. i być opiewać droga Pan: """"zaprawdę, chwała Pan być wielki!""""wybawiać ja twoja prawica. Pan za ja wszystko dokonać. Pan, twój łaska trwać na wiek, nie porzucać dzieło ręka swoje. pewne raz – gdy tłum cisnąć się do Jezus, aby słuchać słowo boży, a on stać nad jezioro Genezaret – zobaczyć dwa łódź stojąca przy brzeg; rybak zaś wyjść z on i płukać sieć. wejść do jeden łódź, który należeć do Szymon, poprosić go, żeby nieco odbić od brzeg. potem usiąść i z łódź nauczać tłum. gdy przestać mówić, rzec do Szymon: """"wypłynąć na głębia i zarzucić sieć na połowa!"""" a Szymon odpowiedzieć: """"mistrz, cały noc pracowaćbyć i nic nie ułowićbyć. lecz na twoja słowo zarzucić sieć"""". skoro to uczynić, zagarnąć tak wielki mnóstwo ryba, że sieć on zaczynać się rwać. skinąć więc na współtowarzysz w druga łódź, żeby im przyszły z pomoc. ci podpłynąć; i napełnić oba łódź, tak że się prawie zanurzać. widzieć to, Szymon Piotr przypaść Jezus do kolano i rzec: """"wyjść od ja, Pan, bo być człowiek grzeszny"""". i on bowiem, i wszyscy on towarzysz w zdumienie wprawić połowa ryba, jaki dokonać; jak również Jakub i Jan, syn Zebedeusz, który były wspólnik Szymon. a Jezus rzec do Szymon: """"nie bój się, odtąd człowiek być łowić"""". i wciągnąć łódź na ląd, zostawić wszystko i pójść za nim."" ",2019-02-10
