txt_pl_lem,date
"""kapłan Ezdrasz przynieść prawo przed zgromadzenie, w który uczestniczyć przed wszystko mężczyzna, lecz także kobieta oraz wszyscy inny, który być zdolny słuchać. i czytać z ten księga, zwrócić do plac znajdować się przed brama wodny, od rano aż do południe przed mężczyzna, kobieta i ten, który móc rozumieć; a ucho cały lud być zwrócić ku księga prawo. pisarz Ezdrasz stanąć na drewniany podwyższenie, który zrobić w ten cel. Ezdrasz otworzyć księga na oko cały lud – znajdować się bowiem wysoce niż cały lud; a gdy on otworzyć, cały lud powstać. i Ezdrasz błogosławić Pan, wielki bóg, a cały lud, podnieść ręka, odpowiedzieć: """"amen! amen!"""" potem oddać pokłon i paść przed Pan na kolano, twarz ku Ziemia. czytać więc z ten księga, księga prawo boży, dobitnie, z dodać objaśnienie, tak że lud rozumieć czytanie. wtedy Nehemiasz, to być namiestnik, oraz kapłan-pisarz Ezdrasz, jak i lewita, który pouczać lud, rzec do cały lud: """"ten dzień być poświęcić pan, bóg wasz. nie być smutny i nie płakać!"""" cały lud bowiem płakać, gdy usłyszeć ten słowo prawo. i rzec on Nehemiasz: """"iść, spożywać potrawa świąteczny i pić słodki napój, posłać też porcja to, który nic gotowy nie mieć: albowiem poświęcić być ten dzień bóg nasz. a nie być przygnębiony, gdyż radość w pan być wasz ostoja"""". słowo twój, Pan, być duch i życie prawo pański być doskonały i pokrzepiać dusza, świadectwo Pan być pewien, nierozważny uczyć mądrość. on słuszny nakaz radować serce, jaśnieć przykazanie Pan i olśniewać oko.bojaźń Pan być szczery i trwać na wiek, sąd Pan prawdziwy, wszystek razem słuszny. niech znajść uznanie przed ty słowo usta mój i myśl mój serce, Pan, mój opoka i mój zbawiciel. wiele już starać się ułożyć opowiadanie o zdarzenie, który się dokonać pośród my, tak jak my on przekazać ten, który od początek być naoczny świadek i sługa słowo. postanowićbyć więc i ja zbadać dokładnie wszystko od pierwszy chwila i opisać ty po kolej, dostojny Teofil, abybyć się móc przekonać o całkowity pewność nauka, który ty udzielić. w ow czas: powrócić Jezus moc duch do Galilea, a wieść o on rozejść się po cały okolica. on zaś nauczać w on synagoga, wysławiać przez wszystek. przyjść również do Nazaret, gdzie się wychować. w dzień szabat udać się swój zwyczaj do synagoga i powstać, aby czytać. podać on księga prorok Izajasz. rozwinąć księga, znaleźć miejsce, gdzie być napisać: """"duch pański spoczywać na ja, ponieważ ja namaścić i posłać ja, abybyć ubogi nieść dobry nowina, więzień głosić wolność, a niewidomy przejrzeć; abybyć uciśniony odsyłać wolny, abybyć obwoływać rok łaska Pan"""". zwinąć księga, oddać sługa i usiąść; a oko wszyscy w synagoga być w on utkwić. począć więc mówić do on: """"dziś spełnić się ten słowo pismo, który słyszećbyć""""."" ",2019-01-27
"""Chrystus być pośrednik nowy przymierze, ażeby przez śmierć, ponieść dla odkupić przestępstwo popełnić za pierwszy przymierze, ten, który być wezwać do wieczny dziedzictwo, dostąpić spełnienie obietnica. Chrystus bowiem wejść nie do świątynia zbudować ręka ludzki, być odbić prawdziwy świątynia, ale do sam niebo, aby teraz wstawiać się za my przed oblicze bóg, ani nie po to, aby się wielekroć sam mieć ofiarować, jak arcykapłan, który co rok wchodzić do świątynia z krew cudzić, gdyż w taki przypadek musiećby cierpieć wiele raz od stworzyć świat. a tymczasem raz jeden ukazać się teraz na koniec wiek, aby zgładzić grzech przez ofiara z sam siebie. a jak postanowić człowiek raz umrzeć, potem zaś sąd, tak Chrystus raz jeden być ofiarować dla zgładzić grzech wiele, drugi raz ukazać się nie w związek z grzech, lecz dla zbawić ten, który on oczekiwać. śpiewać pan, bo uczynić cud śpiewać pan pieśń nowy, albowiem uczynić cud. zwycięstwo on zgotować on prawica i święty ramię on.Pan okazać swój zbawienie, na oko poganin objawić swój sprawiedliwość. wspomnieć na dobroć i na wierność swój dla dom Izrael.ujrzeć wszystek kraniec Ziemia zbawić bóg nasz. wołać z radość na cześć Pan, cały Ziemia, ciesać się, weselić i grać.śpiewać pan przy wtór cytra, przy wtór cytra i przy dźwięk harfa. przy trąba i przy głos róg, na oko Pan, Król, się radować. uczony w pismo, który przyjść z Jerozolima, mówić o Jezus: """"mieć Belzebub i moc władca zły duch wyrzucać zły duch"""". wtedy Jezus przywołać on do siebie i mówić on w przypowieść: """"jak móc szatan wyrzucać szatan? jeśli jakiś królestwo być wewnętrznie skłócić, taki królestwo nie móc się ostać. i jeśli dom wewnętrznie być skłócić, to taki dom nie być móc się ostać. jeśli więc szatan powstać przeciw siebie i być z siebie skłócić, to nie móc się ostać, lecz koniec z on. nikt nie móc wejść do dom mocarz i sprzęt on zagrabić, jeśli mocarz wpierw nie związać, i dopiero wtedy dom on ograbić. zaprawdę, powiadać wy: wszystek grzech i bluźnierstwo, który by się człowiek dopuścić, być on odpuścić. kto by jednak zbluźnić przeciw duch święty, nigdy nie otrzymać odpuścić, lecz winny być grzech wieczny"""". mówić bowiem: """"mieć duch nieczysty""""."" ",2019-01-28
"""prawo, posiadać tylko cień przyszły dobra, a nie sam obraz rzecz, przez ten sam ofiara, corocznie ciągle składać, nie móc nigdy udoskonalić ten, który przystępować do bóg. czyż bowiem nie przestać by on składać, gdyby składać on, raz na zawsze oczyścić, nie mieć już żaden świadomość grzech? ale przez nie każdy rok następować przypomnieć grzech. niemożliwy być bowiem, aby krew cielec i kozieł usuwać grzech. przeto Chrystus, przychodzić na Świat, mówić: """"ofiara ani dar nie chciećbyć, ale ja utworzyćbyć ciało; całopalenie i ofiara za grzech nie podobać się ty. wtedy rzecbyć: oto iść – w zwój księga napisać o ja – aby spełnić woleć twój, bóg"""". wysoce powiedzieć: """"ofiara, dar, całopalenie i ofiara za grzech nie chciećbyć i nie podobać się ty"""", choć składać być zgodnie z prawo. następnie powiedzieć: """"oto iść, aby spełnić woleć twój"""". usuwać jeden ofiara, aby ustanowić inny. na moc ten wola uświęcić być przez ofiara ciało Jezus Chrystus raz na zawsze. przychodzić, bóg, pełnić twój wola z Nadzieja czekało na Pan, a on pochylić się nad ja. włożyć ja w usta pieśń nowy, śpiew dla nasz bóg.nie chciećbyć ofiara krwawy ani z płód Ziemia, lecz otworzyćbyć ja ucho; nie żądaćbyć całopalenie i ofiara za grzech. wtedy powiedziećbyć: """"oto przychodzić"""".głosićbyć twój sprawiedliwość w wielki zgromadzenie i nie powściągaćbyć warga mój, o co ty wiedzieć, Pan.sprawiedliwość twój nie kryćbyć w głąb serce, głosićbyć twój wierność i pomoc. nie taićbyć twój łaska ani twój wierność przed wielki zgromadzenie. nadejść matka Jezus i brat i stać na dwór, posłać po on, aby on przywołać. a tłum człowiek siedzieć wokół on, gdy on powiedzieć: """"oto twój matka i brat na dwór szukać ty"""". odpowiedzieć on: """"któż być mój matka i który być mój brat?"""" i spoglądać na siedzieć dokoła on, rzec: """"oto mój matka i mój brat. bo kto pełnić woleć boży, ten być ja brat, siostra i matka""""."" ",2019-01-29
"""każdy kapłan stary testament stawać codziennie do wykonywać swój służba i wiele raz składać ten sam ofiara, który żaden miara nie móc zgładzić Grzech. ten przeciwnie, złożyć raz na zawsze jeden ofiara za grzech, zasiąść po prawica bóg, oczekiwać tylko, """"aż nieprzyjaciel on stanąć się podnóżek pod on stopa"""". jeden bowiem ofiara udoskonalić na wiek ten, który być uświęcać. dawać my zaś świadectwo duch święty, skoro powiedzieć: """"taki być przymierze, który zawrzeć z on po ow dzień, mówić Pan: nadać prawo mój w on serce, także w myśl on on wypisać. a na on grzech oraz on nieprawość więcej już nie wspomnieć"""". gdzie zaś być on odpuścić, tam już więcej nie zachodzić potrzeba ofiara za grzech. być kapłan, tak jak melchizedek rzec Pan do Pan mój: """"siąść po mój prawica, aż uczynić twój wróg podnóżek stopa twój"""". Pan rozciągnąć moc twój berło z Syjon: """"panować wśród swój nieprzyjaciel!przy ty panowanie w dzień twój triumf, w blask świętość, z łono jutrzenka zrodzićbyć ty jak rosa"""". Pan przysiąc i to nie odwołać: """"ty być kapłan na wiek na wzór melchizedek"""". Jezus znowu zacząć nauczać nad jezioro i bardzo wielki tłum człowiek zebrać się przy on. dlatego wejść do Łódź i usiąść w on, na jezioro, a cały tłum stać na brzeg jezioro. nauczać on wiele w przypowieść i mówić on w swój nauka: """"słuchać: oto siewca wyjść siać. a gdy siać, jeden ziarno paść na droga; i przylecieć ptak, i wydziobać on. inny paść na grunt skalisty, gdzie nie mieć wiele Ziemia, i wnet wzejść, bo nie być głęboko w gleba. lecz powschodzie słońce przypalić się i uschnąć, bo nie mieć korzeń. inny paść między cierń, a cierń wybujać i zagłuszyć on, tak że nie wydać owoc. inny wreszcie paść na Ziemia żyzny i wydawać plon, wschodzić i rosnąć; a przynosić plon trzydziestokrotny, sześćdziesięciokrotny i stokrotny"""". i dodać: """"kto mieć ucho do słuchać, niechaj słuchać!"""" a gdy być sam, pytać on ten, który przy on być, razem z dwanaście, o przypowieść. on on odrzec: """"wy dan być tajemnica królestwo boży, dla ten zaś, który być poza wy, wszystko dziać się w przypowieść, aby „patrzyć uważnie, a nie widzieć, słuchać uważnie, a nie rozumieć, żeby się nie nawrócić i nie być on odpuścić wino”. i mówić on: """"nie rozumieć ten przypowieść? jakże więc zrozumieć inny przypowieść? siewca siać słowo. a oto być ten, który być na droga: u on siać się słowo, a skoro on usłyszeć, zaraz przychodzić szatan i porywać słowo w on zasiać. podobnie zasiew na grunt skalisty być ten, który gdy usłyszeć słowo, natychmiast przyjmować on z radość, lecz nie maić w siebie korzeń i być niestały. potem gdy nastać ucisk lub prześladować z powód słowo, zaraz się załamywać. być inny, który być zasiać między cierń: to ten, który wprawdzie słuchać słowo, lecz troska ten świat, ułuda bogactwo i inny żądza wciskać się i zagłuszać słowo, tak że pozostawać bezowocny. wreszcie zasiać na Ziemia żyzny być ten, który słuchać słowo, przyjmować on i wydawać owoc: trzydziestokrotny, sześćdziesięciokrotny i stokrotny""""."" ",2019-01-30
"""za panowanie jozjasza Pan skierować do ja następujący słowo: """"zanim ukształtowaćbyć ty w łono matka, znaćbyć ty, nim przyjśćbyć na Świat, poświęcićbyć ty, prorok dla naród ustanowićbyć ty. ty zaś przepasać biodro, wstać i mówić wszystko, CO ty rozkazać. nie lękać się on, bybyć ty czas nie napełnić lęk przed on. a oto ja czynić ty dzisiaj twierdzić warowny, kolumna żelazny i mur z spiż przeciw cały Ziemia, przeciw Król judzki i on przywódca, on kapłan i lud ten Ziemia. być walczyć przeciw ty, ale nie zdołać ty zwyciężyć, gdyż ja być z ty – mówić Pan – by ty ochraniać"""". być wysławiać pomoc twój, Pan w ty, Pan, ucieczka mój, niech wstyd nie zaznać na wiek. wyzwolić ja i ratować w twój sprawiedliwość, nakłonić ku ja swój ucho i zesłać ocalenie.być dla ja skała schronienie i zamek warowny, aby ja ocalić, bo ty być mój opoka i twierdzić. bóg mój, wyrwać ja z ręka niegodziwiec.bo ty, mój boży, być mój Nadzieja, Pan, ty ufać od młodość. ty byćbyć mój podpora od dzień narodziny, od łono matka mój opiekun.mój usta być głosić twój sprawiedliwość i przez cały dzień twój pomoc. bóg, ty ja uczyćbyć od mój młodość i do ten chwila głosić twój cud. kiedy Jezus przyjść do Nazaret, przemówić do lud w synagoga: """"dziś spełnić się ten słowo pismo, który słyszećbyć"""". a wszyscy przyświadczać on i dziwić się pełny łaska słowo, który płynąć z usta on. i mówić: """"czy nie być to syn Józef?"""" wtedy rzec do on: """"z pewność powiedzieć ja ten przysłowie: lekarz, uleczyć sam siebie; dokonajże i tu, w swój ojczyzna, to, CO wydarzyć się, jak słyszećbyć, w Kafarnaum"""". i dodać: """"zaprawdę, powiadać wy: żaden prorok nie być mile widzieć w swój ojczyzna. naprawdę, mówić wy: wiele wdowa być w Izrael za czas Eliasz, kiedy niebo pozostawać zamknąć przez trzy rok i sześć miesiąc, tak że wielki głód panować w cały kraj; a Eliasz do żaden z on nie zostać posłać, tylko do ow wdowa w sarepcie sydoński. i wiele trędowaty być w Izrael za prorok Elizeusz, a żaden z on nie zostać oczyścić, tylko Syryjczyk naaman"""". na ten słowo wszystek w synagoga unieść się gniew. porwać się z miejsce, wyrzucić on z miasto i wyprowadzić aż na urwisko góra, na który zbudować być on miasto, aby on strącić. on jednak, przejść pośród on, oddalić się."" ",2019-02-03
"""maić dokoła siebie taki mnóstwo świadek, zrzucić wszelki ciężar, a przed wszystko Grzech, który my łatwo zwodzić, biec wytrwale w wyznaczyć my zawód. patrzeć na Jezus, który my w Wiera przewodzić i on wydoskonalać. on to zamiast radość, który on obiecywać, przecierpieć krzyż, nie baczyć na on hańba, i zasiąść po prawica na tron bóg. zważyć więc na to, który z strona grzesznik tak wielki wycierpieć wrogość wobec siebie, abybyć nie ustawać, załamać na duch. jeszcze nie opieraćbyć się aż do krew, walczyć przeciw Grzech. chwalić ty być, który ty szukać wypełnić mój ślub wobec czciciel bóg. ubogi być jeść i zostać nasycić, być chwalić Pan ten, który on szukać: """"serce wasz niech żyć na wiek"""".przypomnieć siebie i wrócić do Pan wszystek kraniec Ziemia, oddać on pokłon wszystek szczep pogański. on się pokłonić wszyscy spać w Ziemia, przed on zgiąć się wszyscy, który stanąć się proch.mój dusza być żyć dla on, potomstwo mój on być służyć, przyszły pokolenie o pan opowiedzieć. i sprawiedliwość on ogłosić lud, który się narodzić: """"Pan to uczynić"""". gdy Jezus przeprawić się z powrót Łódź na drugi brzeg jezioro Genezaret, zebrać się wielki tłum wokół on, a on być jeszcze nad jezioro. wtedy przyjść jeden z przełożony synagoga, imienie jair. gdy on ujrzeć, upaść on do noga i prosić usilnie: """"mój córeczka dogorywać, przyjść i położyć na on ręka, aby ocaleć i żyła"""". pójść więc z on, a wielki tłum iść za on i zewsząd na on napierać. a pewien kobieta od dwanaście rok cierpieć na upływ krew. wiele wycierpieć od różny lekarz i cały swój mienie wydać, a nic on nie pomóc, lecz mieć się jeszcze źle. posłyszeć o Jezus, więc wejść z tył między tłum i dotknąć się on płaszcz. mówić bowiem: """"żebybyć choć dotknąć on płaszcz, a być zdrowy"""". zaraz też ustać on krwotok i poczuć w swój ciało, że być uleczyć z dolegliwość. a Jezus natychmiast uświadomić siebie, że moc wyjść od on. obrócić się w tłum i zapytać: """"kto dotknąć mój płaszcz?"""" odpowiedzieć on uczeń: """"widzieć, że tłum zewsząd ty ściskać, a pytać: kto ja dotknąć"""". on jednak rozglądać się, by ujrzeć ten, który to uczynić. wtedy kobieta podejść zalękniony i drżący, gdyż wiedzieć, CO się z on stać, paść przed on i wyznać on cały prawda. on zaś rzec do on: """"córka, twój wiara ty ocalić, iść w pokój i bądź wolny od swój dolegliwość"""". gdy on jeszcze mówić, przyszły człowiek od przełożony synagoga i donieść: """"twój córka umrzeć, czemu jeszcze trudzić nauczyciel?"""" lecz Jezus, słyszeć, CO mówić, rzec do przełożony synagoga: """"nie bać się, wierzyć tylko!"""" i nie pozwolić nikt iść z siebie z wyjątek Piotr, Jakub i Jan, brat jakubowy. tak przyjść do dom przełożony synagoga. widzieć zamieszanie, płakać i głośno zawodzić, wejść i rzec do on: """"co podnosić wrzawa i płakać? dziecko nie umrzeć, tylko spać"""". i wyśmiewać on. lecz on odsunąć wszystek, wziąć z siebie tylko ojciec i matka dziecko oraz ten, który z on być, i wejść tam, gdzie dziecko leżeć. ująć dziewczynka za ręka, rzec do on: """"talitha kum"""", to znaczyć: """"dziewczynka, mówić ty, wstać!"""" dziewczynka natychmiast wstać i chodzić, mieć bowiem dwanaście rok. i osłupieć wprost z zdumienie. przykazać on też z nacisk, żeby nikt o to się nie dowiedzieć, i polecić, aby on Dana jeść."" ",2019-02-05
"""jeszcze nie opieraćbyć się aż do krew, walczyć przeciw Grzech, a zapomniećbyć o napomnienie, z jaki bóg się zwracać do wy jako do syn: """"syn mój, nie lekceważyć karcenie Pan, nie upadać na duch, gdy on ty doświadczać. bo kto miłować Pan, to karcić, chłostać zaś każdy, który za syn przyjmować"""". trwać w karność! bóg obchodzić się z wy jak z dziecko. jakiż to bowiem syn, który by ojciec nie karcić? wszelki karcenie na raz nie wydawać się radosny, ale smutny, potem jednak przynosić to, który on doświadczyć, błogi plon sprawiedliwość. dlatego wyprostować opadły ręka i osłabły kolano! prosty ślad czynić noga, aby kto chromy, nie zbłądzić, ale być raczej uzdrowić. starać się o pokój z wszyscy i o uświęcić, bez który nikt nie zobaczyć Pan. baczyć, aby nikt nie pozbawić się łaska boży, aby jakiś korzeń gorzki, który wyrastać do góra, nie spowodować zamieszanie, a przez to nie skalać się inny. bóg być łaskawy dla swój czciciel błogosławić, dusza mój, Pan, i wszystko, CO być w ja, święty imię on. błogosławić, dusza mój, Pan i nie zapominać o wszystek on dobrodziejstwo.jak ojciec litować się nad dziecko, tak Pan się litować nad ten, który cześć on oddawać. wiedzieć on, z czegośmy powstać, pamiętać, że być proch.lecz łaska Pan być wieczny dla on wyznawca, a on sprawiedliwość nad on potomstwo, nad wszyscy, który strzec on przymierze. Jezus przyjść do swój rodzinny miasto. a towarzyszyć on on uczeń. gdy zaś nadejść szabat, zacząć nauczać w synagoga; a wiele, przysłuchiwać się, pytać z zdziwienie: """"skąd to u on? i CO to za mądrość, który on być Dana? i taki cud dziać się przez on ręka! czy nie być to Cieśla, syn Maryja, a brat Jakub, Józef, Juda i Szymon? czyż nie żyć tu u my także on siostra?"""" i powątpiewać o on. a Jezus mówić on: """"tylko w swój ojczyzna, wśród swój krewny i w swój dom móc być prorok tak lekceważyć"""". i nie móc tam zdziałać żaden cud, jedynie na kilka chory położyć ręka i uzdrowić on. dziwić się też on niedowiarstwo. potem obchodzić okoliczny wieś i nauczać."" ",2019-02-06
"""nie przyjśćbyć do namacalny i płonący ogień, do mgła, do ciemność i burza ani też do grzmieć trąba i do taki dźwięk słowo, iż wszystek, który on usłyszeć, prosić, aby do on nie mówić. a tak straszny być to zjawisko, iż Mojżesz powiedzieć: """"zatrwożyć być i drżeć"""". wy natomiast przyjśćbyć do góra Syjon, do miasto bóg żywy – Jeruzalem niebieski, do niezliczony liczba anioł, na uroczysty zgromadzenie, i do kościół pierworodny, który być zapisać w niebiosa, do bóg, który sądzić wszystek, do duch człowiek sprawiedliwy, który już dojść do cel, do pośrednik nowy testament – Jezus, do pokropić krew, który przemawiać mocno niż krew Abel. w swój świątynia łaska okazaćbyć wielki być Pan i godny wielki chwała w miasto bóg nasz. święto on góra, wspaniały wzniesienie, radość być cały Ziemia.góra Syjon, kres północ, być miasto wielki Król. bóg w zamek swój okazać się obrona.CO słyszećbyć, to zobaczyćbyć w miasto Pan zastęp, w miasto nasz bóg. bóg on umacniać na wiek.rozważać, bóg, łaskawość twój w wnętrze twój świątynia. jak imię twój, bóg, tak i chwała twój sięgać po kraniec Ziemia. prawica twój pełny być sprawiedliwość. Jezus przywołać do siebie dwanaście i zacząć rozsyłać on po dwa. dać on też władza nad duch nieczysty i przykazać on, żeby nic z siebie nie brać na droga prócz laska: ani chleb, ani torba, ani pieniądz w trzos. """"ale iść obuć w sandał i nie wdziewać dwa suknia"""". i mówić do on: """"gdy do jakiś dom wejść, zostać tam, aż stamtąd wyjść. jeśli w jakiś miejsce wy nie przyjąć i nie być wy słuchać, wychodzić stamtąd, strząsnąć proch z noga wasz na świadectwo dla on"""". on więc wyjść i wzywać do nawracać się. wyrzucać też wiele zły duch, a wiele chory namaszczać olej i uzdrawiać."" ",2019-02-07
"""w rok śmierć Król Ozjasz ujrzećbyć Pan zasiadać na wysoki i wyniosły tron, a tren on szata wypełnieć świątynia. serafin stać ponad on; każdy z on mieć po sześć skrzydło. i wołać jeden do drugi: """"święty, święty, święty być Pan zastęp. cały Ziemia pełny być on chwała"""". od głos to, który wołać, zadrgać futryna drzwi, a świątynia napełnić się dym. i powiedziećbyć: """"biadać ja! być zgubić! wszak być mąż o nieczysty warga i mieszkać pośród lud o nieczysty warga, a oko mój oglądać Król, Pan zastęp!"""" wówczas przylecieć do ja jeden z serafin, trzymać w ręka węgiel, który szczypce wziąć z ołtarz. dotknąć on usta mój i rzec: """"oto dotknąć to twój warga, twój wina być zmazać, zgładzić twój grzech"""". i usłyszećbyć głos Pan mówić: """"kto mieć posłać? kto by my pójść?"""" odpowiedziećbyć: """"oto ja, posłać ja!"""" wobec anioł psalm zaśpiewać pan być ty sławić, Pan, z cały serce, bo usłyszećbyć słowo usta mój. być śpiewać ty psalm wobec anioł, pokłon ty oddać w twój święty przybytek.i być sławić twój imię za łaska i wierność twój, bo ponad wszystko wywyższyćbyć twój imię i obietnica. wysłuchaćbyć ja, kiedy ty wzywaćbyć, pomnożyćbyć moc mój dusza.wszystek Król Ziemia być dziękować ty, Pan, gdy usłyszeć słowo usta twój. i być opiewać droga Pan: """"zaprawdę, chwała Pan być wielki!""""wybawiać ja twój prawica. Pan za ja wszystko dokonać. Pan, TWA łaska trwać na wiek, nie porzucać dzieło ręka swój. pewien raz – gdy tłum cisnąć się do Jezus, aby słuchać słowo boży, a on stać nad jezioro Genezaret – zobaczyć dwa Łódź stać przy brzeg; rybak zaś wyjść z on i płukać sieć. wejść do jeden Łódź, który należeć do Szymon, poprosić on, żeby nieco odbić od brzeg. potem usiąść i z Łódź nauczać tłum. gdy przestać mówić, rzec do Szymon: """"wypłynąć na głębia i zarzucić sieć na połów!"""" a Szymon odpowiedzieć: """"mistrz, cały noc pracowaćbyć i nic nie ułowićbyć. lecz na twój słowo zarzucić sieć"""". skoro to uczynić, zagarnąć tak wielki mnóstwo Ryba, że sieć on zaczynać się rwać. skinąć więc na współtowarzysz w drugi Łódź, żeby on przyjść z pomoc. ten podpłynąć; i napełnić oba Łódź, tak że się prawie zanurzać. widzieć to, Szymon Piotr przypaść Jezus do kolano i rzec: """"wyjść od ja, Pan, bo być człowiek grzeszny"""". i on bowiem, i wszystek on towarzyszyć w zdumienie wprawić połów Ryba, jaki dokonać; jak również Jakub i Jan, syn Zebedeusz, który być wspólnik Szymon. a Jezus rzec do Szymon: """"nie bać się, odtąd człowiek być łowić"""". i wciągnąć Łódź na ląd, zostawić wszystko i pójść za on."" ",2019-02-10
"""bóg rzec: """"niechaj się zaroić woda od istota żywy, a ptactwo niechaj rok nad Ziemia, pod sklepienie niebo!"""" tak stworzyć bóg wielki potwór morski i wszelki rodzaj pływać istota żywy, który zaroić się woda, oraz wszelki ptactwo skrzydlaty różny rodzaj. bóg, widzieć, że być dobry, pobłogosławić on ten słowo: """"być płodny i mnożyć się, abybyć zapełniać woda w morze, a ptactwo niechaj się rozmnażać na Ziemia"""". i tak upłynąć wieczór i poranek – dzień piąty. potem bóg rzec: """"niechaj Ziemia wydać istota żywy różny rodzaj: bydło, zwierzę pełzać i dziki zwierzę według on rodzaj!"""" i stać się tak: bóg uczynić różny rodzaj dziki zwierzę, bydło i wszelki zwierzę pełzać po Ziemia. i widzieć bóg, że być dobry. a wreszcie rzec bóg: """"uczynić człowiek na nasz obraz, podobny my. niech panować nad Ryby morski, nad ptactwo podniebny, nad bydło, nad Ziemia i nad wszystek zwierzę pełzać po Ziemia!"""" stworzyć więc bóg człowiek na swój obraz, na obraz boży on stworzyć: stworzyć mężczyzna i niewiasta. po co bóg on błogosławić, mówić do on: """"być płodny i rozmnażać się, abybyć zaludnić Ziemia i uczynić on siebie poddana; abybyć panować nad ptactwo podniebny, nad Ryby morski i nad wszystek zwierzę pełzać po Ziemia"""". i rzec bóg: """"oto wy dawać wszelki roślina przynosić ziarno po cały Ziemia i wszelki drzewo, który owoc mieć w siebie nasienie: dla wy być on pokarm. a dla wszelki zwierzę polny i dla wszelki ptactwo podniebny, i dla wszystko, CO się poruszać po Ziemia i mieć w siebie pierwiastka życie, być pokarm wszelki trawa zielony"""". i tak się stać. a bóg widzieć, że wszystko, CO uczynić, być bardzo dobry. i tak upłynąć wieczór i poranek – dzień szósty. w ten sposób zostać ukończyć niebo i Ziemia oraz wszystek zastęp on stworzenie. a gdy bóg ukończyć w dzień szósty swój dzieło, nad który pracować, odpocząć dzień siódmy po cały swój Trudzia, jaki podjąć. wtedy bóg pobłogosławić ów siódmy dzień i uczynić on święty; w to bowiem dzień odpocząć po cały swój praca, który wykonać, stwarzać. oto być dziać początek po stworzyć niebo i Ziemia. jak być przedziwny imię twój, Pan! gdy patrzeć na twój niebo, dzieło palec twój, na Księżyc i gwiazda, który ty utwierdzićbyć: co być człowiek, że o on pamiętać, co syn człowieczy, że troszczyć się o on?uczynićbyć on niewiele mały od anioł, uwieńczyćbyć on cześć i chwała. obdarzyćbyć on władza nad dzieło ręka twój, wszystko złożyćbyć pod on stopa:owca i bydło wszelaki, i dziki zwierzę, ptak niebieski i Ryba morski, wszystko, CO szlaka morze przemierzać. u Jezus zebrać się faryzeusz i kilka uczyć w pismo, który przybyć z Jerozolima. i zauważyć, że niektóry z on uczeń brać posiłek nieczysty, to znaczyć nie obmyć ręka. faryzeusz bowiem, i w ogół Żyd, trzymać się tradycja stary, nie jeść, jeśli siebie ręka nie obmyć, rozluźniać pięść. i gdy wrócić z rynek, nie jeść, dopóki się nie obmyć. być jeszcze wiele inny zwyczaj, który przejąć i który przestrzegać, jak obmywać kubek, dzbanek, naczynie miedziany. zapytać on więc faryzeusz i uczony w pismo: """"dlaczego twój uczeń nie postępować według tradycja stary, lecz jeść nieczysty ręka?"""" odpowiedzieć on: """"słusznie prorok Izajasz powiedzieć o wy, obłudnik, jak być napisać: „ten lud czcić ja warga, lecz serce swój daleko być od ja. ale czcić ja na próżno, uczyć zasada podać przez człowiek”. uchylićbyć przykazanie boży, a trzymać się ludzki tradycja, dokonywać obmywać dzbanek i kubek. i wiele inny podobny rzecz czynić"""". i mówić do on: """"sprawnie uchylać boży przykazanie, aby swój tradycja zachować. Mojżesz tak powiedzieć: „czcić ojciec swój i matka swój”, oraz: „kto złorzeczyć ojciec lub matka, niech śmierć ponieść”. a wy mówić: „jeśli ktoś powiedzieć ojciec lub matka: korban, to znaczyć dar złożyć w ofiara być to, CO mieć być od ja wsparcie dla ty” – to już nie pozwalać on nic uczynić dla ojciec ani dla matka. i znosić słowo boży z wzgląd na wasz tradycja, który siebie przekazaćbyć. wiele też inny to podobny rzecz czynić""""."" ",2019-02-12
